promo_id,promo_name,start_date,end_date,sku,product_name,category,discount_pct,promo_type,scope
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,ACC-CHG-001,Fast Charger 65W,Accessories,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,ACC-CAS-001,Phone Case Premium,Accessories,20,religious,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,SIM-POST-001,Postpaid SIM Premium,SIM Cards,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,RCH-MOB-010,Mobile Recharge 10DT,Recharges,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,RCH-MOB-020,Mobile Recharge 20DT,Recharges,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,RCH-INT-050,Internet Package 50GB,Recharges,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,RCH-STR-001,Monthly Streaming Subscription,Recharges,15,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,TAB-IPD-AIR,iPad Air,Tablets,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,TAB-SAM-S9,Samsung Tab S9,Tablets,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,TAB-LEN-P11,Lenovo Tab P11,Tablets,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RTR-4G-001,4G Home Router Basic,Routers,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RTR-4G-002,4G Router Pro,Routers,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RTR-5G-001,5G Router Premium,Routers,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RTR-5G-002,5G Router Enterprise,Routers,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RCH-MOB-010,Mobile Recharge 10DT,Recharges,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RCH-MOB-020,Mobile Recharge 20DT,Recharges,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RCH-INT-050,Internet Package 50GB,Recharges,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RCH-STR-001,Monthly Streaming Subscription,Recharges,30,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,PHN-IPH-15,iPhone 15,Smartphones,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,PHN-OPP-F5,Oppo Find X5,Smartphones,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,PHN-BUD-001,Budget Phone 4G,Smartphones,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,TAB-IPD-AIR,iPad Air,Tablets,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,TAB-SAM-S9,Samsung Tab S9,Tablets,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,TAB-LEN-P11,Lenovo Tab P11,Tablets,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,RTR-4G-001,4G Home Router Basic,Routers,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,RTR-4G-002,4G Router Pro,Routers,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,RTR-5G-001,5G Router Premium,Routers,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,RTR-5G-002,5G Router Enterprise,Routers,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-CAM-001,Outdoor Security Camera,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-BUD-001,Wireless Earbuds Pro,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-BUD-002,Wireless Earbuds Basic,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-WAT-001,Smartwatch Pro,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-WAT-002,Smartwatch Fitness,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-CHG-001,Fast Charger 65W,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-CAS-001,Phone Case Premium,Accessories,40,seasonal,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,RCH-MOB-010,Mobile Recharge 10DT,Recharges,25,religious,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,RCH-MOB-020,Mobile Recharge 20DT,Recharges,25,religious,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,RCH-INT-050,Internet Package 50GB,Recharges,25,religious,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,RCH-STR-001,Monthly Streaming Subscription,Recharges,25,religious,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,25,religious,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,PHN-IPH-15,iPhone 15,Smartphones,25,religious,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,25,religious,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,PHN-OPP-F5,Oppo Find X5,Smartphones,25,religious,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,PHN-BUD-001,Budget Phone 4G,Smartphones,25,religious,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,TAB-IPD-AIR,iPad Air,Tablets,25,religious,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,TAB-SAM-S9,Samsung Tab S9,Tablets,25,religious,national
PROMO-0015,Ramadan 2026,2026-02-19,2026-03-19,TAB-LEN-P11,Lenovo Tab P11,Tablets,25,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,PHN-IPH-15,iPhone 15,Smartphones,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,PHN-OPP-F5,Oppo Find X5,Smartphones,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,PHN-BUD-001,Budget Phone 4G,Smartphones,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,TAB-IPD-AIR,iPad Air,Tablets,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,TAB-SAM-S9,Samsung Tab S9,Tablets,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,TAB-LEN-P11,Lenovo Tab P11,Tablets,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,ACC-CAM-001,Outdoor Security Camera,Accessories,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,ACC-BUD-001,Wireless Earbuds Pro,Accessories,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,ACC-BUD-002,Wireless Earbuds Basic,Accessories,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,ACC-WAT-001,Smartwatch Pro,Accessories,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,ACC-WAT-002,Smartwatch Fitness,Accessories,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,ACC-CHG-001,Fast Charger 65W,Accessories,30,religious,national
PROMO-0016,Eid Al-Fitr 2026,2026-03-20,2026-03-22,ACC-CAS-001,Phone Case Premium,Accessories,30,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,PHN-IPH-15,iPhone 15,Smartphones,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,PHN-OPP-F5,Oppo Find X5,Smartphones,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,PHN-BUD-001,Budget Phone 4G,Smartphones,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,ACC-CAM-001,Outdoor Security Camera,Accessories,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,ACC-BUD-001,Wireless Earbuds Pro,Accessories,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,ACC-BUD-002,Wireless Earbuds Basic,Accessories,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,ACC-WAT-001,Smartwatch Pro,Accessories,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,ACC-WAT-002,Smartwatch Fitness,Accessories,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,ACC-CHG-001,Fast Charger 65W,Accessories,20,religious,national
PROMO-0017,Eid Al-Adha 2026,2026-06-06,2026-06-09,ACC-CAS-001,Phone Case Premium,Accessories,20,religious,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,SIM-POST-001,Postpaid SIM Premium,SIM Cards,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,RCH-MOB-010,Mobile Recharge 10DT,Recharges,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,RCH-MOB-020,Mobile Recharge 20DT,Recharges,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,RCH-INT-050,Internet Package 50GB,Recharges,15,seasonal,national
PROMO-0018,Summer Sales 2026,2026-07-01,2026-07-31,RCH-STR-001,Monthly Streaming Subscription,Recharges,15,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,TAB-IPD-AIR,iPad Air,Tablets,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,TAB-SAM-S9,Samsung Tab S9,Tablets,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,TAB-LEN-P11,Lenovo Tab P11,Tablets,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RTR-4G-001,4G Home Router Basic,Routers,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RTR-4G-002,4G Router Pro,Routers,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RTR-5G-001,5G Router Premium,Routers,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RTR-5G-002,5G Router Enterprise,Routers,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RCH-MOB-010,Mobile Recharge 10DT,Recharges,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RCH-MOB-020,Mobile Recharge 20DT,Recharges,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RCH-INT-050,Internet Package 50GB,Recharges,30,seasonal,national
PROMO-0019,Back to School 2026,2026-08-15,2026-09-15,RCH-STR-001,Monthly Streaming Subscription,Recharges,30,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,PHN-IPH-15,iPhone 15,Smartphones,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,PHN-OPP-F5,Oppo Find X5,Smartphones,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,PHN-BUD-001,Budget Phone 4G,Smartphones,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,TAB-IPD-AIR,iPad Air,Tablets,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,TAB-SAM-S9,Samsung Tab S9,Tablets,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,TAB-LEN-P11,Lenovo Tab P11,Tablets,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,RTR-4G-001,4G Home Router Basic,Routers,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,RTR-4G-002,4G Router Pro,Routers,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,RTR-5G-001,5G Router Premium,Routers,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,RTR-5G-002,5G Router Enterprise,Routers,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-CAM-001,Outdoor Security Camera,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-BUD-001,Wireless Earbuds Pro,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-BUD-002,Wireless Earbuds Basic,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-WAT-001,Smartwatch Pro,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-WAT-002,Smartwatch Fitness,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-CHG-001,Fast Charger 65W,Accessories,40,seasonal,national
PROMO-0020,Black Friday 2026,2026-11-27,2026-12-04,ACC-CAS-001,Phone Case Premium,Accessories,40,seasonal,national
