date,store_id,store_name,region,sku,product_name,category,quantity_sold,revenue,unit_price,is_promo,event_name,event_type,season
2024-04-26,STORE-004,4,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,22,0.0,0,0,,,Spring
2024-04-26,STORE-004,4,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,24,240.0,10,0,,,Spring
2024-04-26,STORE-004,4,North,TAB-IPD-AIR,iPad Air,Tablets,4,2596.0,649,0,,,Spring
2024-04-26,STORE-004,4,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,3,897.0,299,0,,,Spring
2024-04-26,STORE-004,4,North,TAB-SAM-S9,Samsung Tab S9,Tablets,4,2196.0,549,0,,,Spring
2024-04-26,STORE-005,5,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,18,1602.0,89,0,,,Spring
2024-04-26,STORE-005,5,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,18,702.0,39,0,,,Spring
2024-04-26,STORE-005,5,North,ACC-CAM-001,Outdoor Security Camera,Accessories,27,3483.0,129,0,,,Spring
2024-04-26,STORE-005,5,North,ACC-CAS-001,Phone Case Premium,Accessories,11,209.0,19,0,,,Spring
2024-04-26,STORE-005,5,North,ACC-CHG-001,Fast Charger 65W,Accessories,13,377.0,29,0,,,Spring
2024-04-26,STORE-005,5,North,ACC-WAT-001,Smartwatch Pro,Accessories,5,1245.0,249,0,,,Spring
2024-04-26,STORE-005,5,North,ACC-WAT-002,Smartwatch Fitness,Accessories,18,1782.0,99,0,,,Spring
2024-04-26,STORE-005,5,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,14,1106.0,79,0,,,Spring
2024-04-26,STORE-005,5,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,16,2384.0,149,0,,,Spring
2024-04-26,STORE-005,5,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,21,4179.0,199,0,,,Spring
2024-04-26,STORE-005,5,North,PHN-BUD-001,Budget Phone 4G,Smartphones,4,596.0,149,0,,,Spring
2024-04-26,STORE-005,5,North,PHN-IPH-15,iPhone 15,Smartphones,4,3996.0,999,0,,,Spring
2024-04-26,STORE-005,5,North,PHN-OPP-F5,Oppo Find X5,Smartphones,5,2495.0,499,0,,,Spring
2024-04-26,STORE-005,5,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,7,6293.0,899,0,,,Spring
2024-04-26,STORE-005,5,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,5,2995.0,599,0,,,Spring
2024-04-26,STORE-005,5,North,RCH-INT-050,Internet Package 50GB,Recharges,155,3875.0,25,0,,,Spring
2024-04-26,STORE-005,5,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,161,1610.0,10,0,,,Spring
2024-04-26,STORE-005,5,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,204,4080.0,20,0,,,Spring
2024-04-26,STORE-005,5,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,221,2652.0,12,0,,,Spring
2024-04-26,STORE-005,5,North,RTR-4G-001,4G Home Router Basic,Routers,5,445.0,89,0,,,Spring
2024-04-26,STORE-005,5,North,RTR-4G-002,4G Router Pro,Routers,8,1032.0,129,0,,,Spring
2024-04-26,STORE-005,5,North,RTR-5G-001,5G Router Premium,Routers,12,3588.0,299,0,,,Spring
2024-04-26,STORE-005,5,North,RTR-5G-002,5G Router Enterprise,Routers,10,4490.0,449,0,,,Spring
2024-04-26,STORE-005,5,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,34,170.0,5,0,,,Spring
2024-04-26,STORE-005,5,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,24,360.0,15,0,,,Spring
2024-04-26,STORE-005,5,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,30,0.0,0,0,,,Spring
2024-04-26,STORE-005,5,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,22,220.0,10,0,,,Spring
2024-04-26,STORE-005,5,North,TAB-IPD-AIR,iPad Air,Tablets,7,4543.0,649,0,,,Spring
2024-04-26,STORE-005,5,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,4,1196.0,299,0,,,Spring
2024-04-26,STORE-005,5,North,TAB-SAM-S9,Samsung Tab S9,Tablets,1,549.0,549,0,,,Spring
2024-04-27,STORE-001,1,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,18,1602.0,89,0,,,Spring
2024-04-27,STORE-001,1,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,18,702.0,39,0,,,Spring
2024-04-27,STORE-001,1,North,ACC-CAM-001,Outdoor Security Camera,Accessories,16,2064.0,129,0,,,Spring
2024-04-27,STORE-001,1,North,ACC-CAS-001,Phone Case Premium,Accessories,34,646.0,19,1,,,Spring
2024-04-27,STORE-001,1,North,ACC-CHG-001,Fast Charger 65W,Accessories,20,580.0,29,0,,,Spring
2024-04-27,STORE-001,1,North,ACC-WAT-001,Smartwatch Pro,Accessories,16,3984.0,249,0,,,Spring
2024-04-27,STORE-001,1,North,ACC-WAT-002,Smartwatch Fitness,Accessories,20,1980.0,99,0,,,Spring
2024-04-27,STORE-001,1,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,9,711.0,79,0,,,Spring
2024-04-27,STORE-001,1,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,23,3427.0,149,0,,,Spring
2024-04-27,STORE-001,1,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,10,1990.0,199,0,,,Spring
2024-04-27,STORE-001,1,North,PHN-BUD-001,Budget Phone 4G,Smartphones,6,894.0,149,0,,,Spring
2024-04-27,STORE-001,1,North,PHN-IPH-15,iPhone 15,Smartphones,6,5994.0,999,0,,,Spring
2024-04-27,STORE-001,1,North,PHN-OPP-F5,Oppo Find X5,Smartphones,2,998.0,499,0,,,Spring
2024-04-27,STORE-001,1,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,8,7192.0,899,0,,,Spring
2024-04-27,STORE-001,1,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,2,1198.0,599,0,,,Spring
2024-04-27,STORE-001,1,North,RCH-INT-050,Internet Package 50GB,Recharges,152,3800.0,25,0,,,Spring
2024-04-27,STORE-001,1,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,121,1210.0,10,0,,,Spring
2024-04-27,STORE-001,1,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,201,4020.0,20,0,,,Spring
2024-04-27,STORE-001,1,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,197,2364.0,12,0,,,Spring
2024-04-27,STORE-001,1,North,RTR-4G-001,4G Home Router Basic,Routers,8,712.0,89,0,,,Spring
2024-04-27,STORE-001,1,North,RTR-4G-002,4G Router Pro,Routers,16,2064.0,129,0,,,Spring
2024-04-27,STORE-001,1,North,RTR-5G-001,5G Router Premium,Routers,26,7774.0,299,1,,,Spring
2024-04-27,STORE-001,1,North,RTR-5G-002,5G Router Enterprise,Routers,15,6735.0,449,1,,,Spring
2024-04-27,STORE-001,1,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,28,140.0,5,0,,,Spring
2024-04-27,STORE-001,1,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,14,210.0,15,0,,,Spring
2024-04-27,STORE-001,1,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,29,0.0,0,0,,,Spring
2024-04-27,STORE-001,1,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,16,160.0,10,0,,,Spring
2024-04-27,STORE-001,1,North,TAB-IPD-AIR,iPad Air,Tablets,6,3894.0,649,0,,,Spring
2024-04-27,STORE-001,1,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,3,897.0,299,0,,,Spring
2024-04-27,STORE-001,1,North,TAB-SAM-S9,Samsung Tab S9,Tablets,3,1647.0,549,0,,,Spring
2024-04-27,STORE-002,2,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,20,1780.0,89,0,,,Spring
2024-04-27,STORE-002,2,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,16,624.0,39,0,,,Spring
2024-04-27,STORE-002,2,North,ACC-CAM-001,Outdoor Security Camera,Accessories,20,2580.0,129,0,,,Spring
2024-04-27,STORE-002,2,North,ACC-CAS-001,Phone Case Premium,Accessories,20,380.0,19,0,,,Spring
2024-04-27,STORE-002,2,North,ACC-CHG-001,Fast Charger 65W,Accessories,21,609.0,29,0,,,Spring
2024-04-27,STORE-002,2,North,ACC-WAT-001,Smartwatch Pro,Accessories,26,6474.0,249,0,,,Spring
2024-04-27,STORE-002,2,North,ACC-WAT-002,Smartwatch Fitness,Accessories,5,495.0,99,0,,,Spring
2024-04-27,STORE-002,2,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,13,1027.0,79,0,,,Spring
2024-04-27,STORE-002,2,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,19,2831.0,149,0,,,Spring
2024-04-27,STORE-002,2,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,7,1393.0,199,0,,,Spring
2024-04-27,STORE-002,2,North,PHN-BUD-001,Budget Phone 4G,Smartphones,8,1192.0,149,0,,,Spring
2024-04-27,STORE-002,2,North,PHN-IPH-15,iPhone 15,Smartphones,4,3996.0,999,0,,,Spring
2024-04-27,STORE-002,2,North,PHN-OPP-F5,Oppo Find X5,Smartphones,5,2495.0,499,0,,,Spring
2024-04-27,STORE-002,2,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,3,2697.0,899,0,,,Spring
2024-04-27,STORE-002,2,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,3,1797.0,599,0,,,Spring
2024-04-27,STORE-002,2,North,RCH-INT-050,Internet Package 50GB,Recharges,211,5275.0,25,0,,,Spring
2024-04-27,STORE-002,2,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,179,1790.0,10,0,,,Spring
2024-04-27,STORE-002,2,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,151,3020.0,20,0,,,Spring
2024-04-27,STORE-002,2,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,203,2436.0,12,0,,,Spring
2024-04-27,STORE-002,2,North,RTR-4G-001,4G Home Router Basic,Routers,6,534.0,89,0,,,Spring
2024-04-27,STORE-002,2,North,RTR-4G-002,4G Router Pro,Routers,8,1032.0,129,0,,,Spring
2024-04-27,STORE-002,2,North,RTR-5G-001,5G Router Premium,Routers,10,2990.0,299,0,,,Spring
2024-04-27,STORE-002,2,North,RTR-5G-002,5G Router Enterprise,Routers,14,6286.0,449,0,,,Spring
2024-04-27,STORE-002,2,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,32,160.0,5,0,,,Spring
2024-04-27,STORE-002,2,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,32,480.0,15,0,,,Spring
2024-04-27,STORE-002,2,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,8,0.0,0,0,,,Spring
2024-04-27,STORE-002,2,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,20,200.0,10,0,,,Spring
2024-04-27,STORE-002,2,North,TAB-IPD-AIR,iPad Air,Tablets,6,3894.0,649,1,,,Spring
2024-04-27,STORE-002,2,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,1,299.0,299,0,,,Spring
2024-04-27,STORE-002,2,North,TAB-SAM-S9,Samsung Tab S9,Tablets,5,2745.0,549,0,,,Spring
2024-04-27,STORE-003,3,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,23,2047.0,89,0,,,Spring
2024-04-27,STORE-003,3,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,13,507.0,39,0,,,Spring
2024-04-27,STORE-003,3,North,ACC-CAM-001,Outdoor Security Camera,Accessories,23,2967.0,129,0,,,Spring
2024-04-27,STORE-003,3,North,ACC-CAS-001,Phone Case Premium,Accessories,18,342.0,19,0,,,Spring
2024-04-27,STORE-003,3,North,ACC-CHG-001,Fast Charger 65W,Accessories,19,551.0,29,0,,,Spring
2024-04-27,STORE-003,3,North,ACC-WAT-001,Smartwatch Pro,Accessories,14,3486.0,249,0,,,Spring
2024-04-27,STORE-003,3,North,ACC-WAT-002,Smartwatch Fitness,Accessories,28,2772.0,99,0,,,Spring
2024-04-27,STORE-003,3,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,9,711.0,79,0,,,Spring
2024-04-27,STORE-003,3,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,21,3129.0,149,0,,,Spring
2024-04-27,STORE-003,3,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,19,3781.0,199,0,,,Spring
2024-04-27,STORE-003,3,North,PHN-BUD-001,Budget Phone 4G,Smartphones,6,894.0,149,0,,,Spring
2024-04-27,STORE-003,3,North,PHN-IPH-15,iPhone 15,Smartphones,5,4995.0,999,0,,,Spring
2024-04-27,STORE-003,3,North,PHN-OPP-F5,Oppo Find X5,Smartphones,2,998.0,499,0,,,Spring
2024-04-27,STORE-003,3,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,4,3596.0,899,0,,,Spring
2024-04-27,STORE-003,3,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,6,3594.0,599,0,,,Spring
2024-04-27,STORE-003,3,North,RCH-INT-050,Internet Package 50GB,Recharges,178,4450.0,25,0,,,Spring
2024-04-27,STORE-003,3,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,175,1750.0,10,0,,,Spring
2024-04-27,STORE-003,3,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,173,3460.0,20,0,,,Spring
2024-04-27,STORE-003,3,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,180,2160.0,12,0,,,Spring
2024-04-27,STORE-003,3,North,RTR-4G-001,4G Home Router Basic,Routers,15,1335.0,89,0,,,Spring
2024-04-27,STORE-003,3,North,RTR-4G-002,4G Router Pro,Routers,6,774.0,129,0,,,Spring
2024-04-27,STORE-003,3,North,RTR-5G-001,5G Router Premium,Routers,10,2990.0,299,0,,,Spring
2024-04-27,STORE-003,3,North,RTR-5G-002,5G Router Enterprise,Routers,7,3143.0,449,0,,,Spring
2024-04-27,STORE-003,3,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,31,155.0,5,0,,,Spring
2024-04-27,STORE-003,3,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,31,465.0,15,0,,,Spring
2024-04-27,STORE-003,3,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,59,0.0,0,1,,,Spring
2024-04-27,STORE-003,3,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,39,390.0,10,0,,,Spring
2024-04-27,STORE-003,3,North,TAB-IPD-AIR,iPad Air,Tablets,3,1947.0,649,0,,,Spring
2024-04-27,STORE-003,3,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,1,299.0,299,0,,,Spring
2024-04-27,STORE-003,3,North,TAB-SAM-S9,Samsung Tab S9,Tablets,4,2196.0,549,0,,,Spring
2024-04-27,STORE-004,4,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,26,2314.0,89,0,,,Spring
2024-04-27,STORE-004,4,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,28,1092.0,39,1,,,Spring
2024-04-27,STORE-004,4,North,ACC-CAM-001,Outdoor Security Camera,Accessories,18,2322.0,129,0,,,Spring
2024-04-27,STORE-004,4,North,ACC-CAS-001,Phone Case Premium,Accessories,18,342.0,19,0,,,Spring
2024-04-27,STORE-004,4,North,ACC-CHG-001,Fast Charger 65W,Accessories,23,667.0,29,0,,,Spring
2024-04-27,STORE-004,4,North,ACC-WAT-001,Smartwatch Pro,Accessories,20,4980.0,249,0,,,Spring
2024-04-27,STORE-004,4,North,ACC-WAT-002,Smartwatch Fitness,Accessories,14,1386.0,99,0,,,Spring
2024-04-27,STORE-004,4,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,14,1106.0,79,0,,,Spring
2024-04-27,STORE-004,4,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,17,2533.0,149,0,,,Spring
2024-04-27,STORE-004,4,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,16,3184.0,199,0,,,Spring
2024-04-27,STORE-004,4,North,PHN-BUD-001,Budget Phone 4G,Smartphones,7,1043.0,149,0,,,Spring
2024-04-27,STORE-004,4,North,PHN-IPH-15,iPhone 15,Smartphones,6,5994.0,999,0,,,Spring
2024-04-27,STORE-004,4,North,PHN-OPP-F5,Oppo Find X5,Smartphones,4,1996.0,499,0,,,Spring
2024-04-27,STORE-004,4,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,3,2697.0,899,0,,,Spring
2024-04-27,STORE-004,4,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,5,2995.0,599,0,,,Spring
2024-04-27,STORE-004,4,North,RCH-INT-050,Internet Package 50GB,Recharges,199,4975.0,25,0,,,Spring
2024-04-27,STORE-004,4,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,189,1890.0,10,0,,,Spring
2024-04-27,STORE-004,4,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,194,3880.0,20,0,,,Spring
2024-04-27,STORE-004,4,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,157,1884.0,12,0,,,Spring
2024-04-27,STORE-004,4,North,RTR-4G-001,4G Home Router Basic,Routers,8,712.0,89,0,,,Spring
2024-04-27,STORE-004,4,North,RTR-4G-002,4G Router Pro,Routers,3,387.0,129,0,,,Spring
2024-04-27,STORE-004,4,North,RTR-5G-001,5G Router Premium,Routers,12,3588.0,299,0,,,Spring
2024-04-27,STORE-004,4,North,RTR-5G-002,5G Router Enterprise,Routers,7,3143.0,449,0,,,Spring
2024-04-27,STORE-004,4,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,40,200.0,5,0,,,Spring
2024-04-27,STORE-004,4,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,29,435.0,15,0,,,Spring
2024-04-27,STORE-004,4,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,59,0.0,0,1,,,Spring
2024-04-27,STORE-004,4,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,17,170.0,10,0,,,Spring
2024-04-27,STORE-004,4,North,TAB-IPD-AIR,iPad Air,Tablets,4,2596.0,649,0,,,Spring
2024-04-27,STORE-004,4,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,3,897.0,299,0,,,Spring
2024-04-27,STORE-004,4,North,TAB-SAM-S9,Samsung Tab S9,Tablets,1,549.0,549,0,,,Spring
2024-04-27,STORE-005,5,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,19,1691.0,89,0,,,Spring
2024-04-27,STORE-005,5,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,22,858.0,39,0,,,Spring
2024-04-27,STORE-005,5,North,ACC-CAM-001,Outdoor Security Camera,Accessories,21,2709.0,129,0,,,Spring
2024-04-27,STORE-005,5,North,ACC-CAS-001,Phone Case Premium,Accessories,13,247.0,19,0,,,Spring
2024-04-27,STORE-005,5,North,ACC-CHG-001,Fast Charger 65W,Accessories,28,812.0,29,0,,,Spring
2024-04-27,STORE-005,5,North,ACC-WAT-001,Smartwatch Pro,Accessories,18,4482.0,249,0,,,Spring
2024-04-27,STORE-005,5,North,ACC-WAT-002,Smartwatch Fitness,Accessories,26,2574.0,99,0,,,Spring
2024-04-27,STORE-005,5,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,15,1185.0,79,0,,,Spring
2024-04-27,STORE-005,5,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,10,1490.0,149,0,,,Spring
2024-04-27,STORE-005,5,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,10,1990.0,199,0,,,Spring
2024-04-27,STORE-005,5,North,PHN-BUD-001,Budget Phone 4G,Smartphones,8,1192.0,149,0,,,Spring
2024-04-27,STORE-005,5,North,PHN-IPH-15,iPhone 15,Smartphones,5,4995.0,999,0,,,Spring
2024-04-27,STORE-005,5,North,PHN-OPP-F5,Oppo Find X5,Smartphones,7,3493.0,499,0,,,Spring
2024-04-27,STORE-005,5,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,4,3596.0,899,0,,,Spring
2024-04-27,STORE-005,5,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,5,2995.0,599,0,,,Spring
2024-04-27,STORE-005,5,North,RCH-INT-050,Internet Package 50GB,Recharges,184,4600.0,25,0,,,Spring
2024-04-27,STORE-005,5,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,175,1750.0,10,0,,,Spring
2024-04-27,STORE-005,5,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,164,3280.0,20,0,,,Spring
2024-04-27,STORE-005,5,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,209,2508.0,12,0,,,Spring
2024-04-27,STORE-005,5,North,RTR-4G-001,4G Home Router Basic,Routers,14,1246.0,89,0,,,Spring
2024-04-27,STORE-005,5,North,RTR-4G-002,4G Router Pro,Routers,13,1677.0,129,0,,,Spring
2024-04-27,STORE-005,5,North,RTR-5G-001,5G Router Premium,Routers,7,2093.0,299,0,,,Spring
2024-04-27,STORE-005,5,North,RTR-5G-002,5G Router Enterprise,Routers,11,4939.0,449,0,,,Spring
2024-04-27,STORE-005,5,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,18,90.0,5,0,,,Spring
2024-04-27,STORE-005,5,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,37,555.0,15,0,,,Spring
2024-04-27,STORE-005,5,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,30,0.0,0,0,,,Spring
2024-04-27,STORE-005,5,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,43,430.0,10,0,,,Spring
2024-04-27,STORE-005,5,North,TAB-IPD-AIR,iPad Air,Tablets,3,1947.0,649,0,,,Spring
2024-04-27,STORE-005,5,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,5,1495.0,299,0,,,Spring
2024-04-27,STORE-005,5,North,TAB-SAM-S9,Samsung Tab S9,Tablets,3,1647.0,549,0,,,Spring
2024-04-28,STORE-001,1,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,17,1513.0,89,0,,,Spring
2024-04-28,STORE-001,1,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,12,468.0,39,0,,,Spring
2024-04-28,STORE-001,1,North,ACC-CAM-001,Outdoor Security Camera,Accessories,23,2967.0,129,0,,,Spring
2024-04-28,STORE-001,1,North,ACC-CAS-001,Phone Case Premium,Accessories,20,380.0,19,0,,,Spring
2024-04-28,STORE-001,1,North,ACC-CHG-001,Fast Charger 65W,Accessories,30,870.0,29,0,,,Spring
2024-04-28,STORE-001,1,North,ACC-WAT-001,Smartwatch Pro,Accessories,14,3486.0,249,0,,,Spring
2024-04-28,STORE-001,1,North,ACC-WAT-002,Smartwatch Fitness,Accessories,17,1683.0,99,0,,,Spring
2024-04-28,STORE-001,1,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,15,1185.0,79,0,,,Spring
2024-04-28,STORE-001,1,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,16,2384.0,149,0,,,Spring
2024-04-28,STORE-001,1,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,14,2786.0,199,0,,,Spring
2024-04-28,STORE-001,1,North,PHN-BUD-001,Budget Phone 4G,Smartphones,6,894.0,149,0,,,Spring
2024-04-28,STORE-001,1,North,PHN-IPH-15,iPhone 15,Smartphones,6,5994.0,999,0,,,Spring
2024-04-28,STORE-001,1,North,PHN-OPP-F5,Oppo Find X5,Smartphones,6,2994.0,499,0,,,Spring
2024-04-28,STORE-001,1,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,9,8091.0,899,0,,,Spring
2024-04-28,STORE-001,1,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,7,4193.0,599,0,,,Spring
2024-04-28,STORE-001,1,North,RCH-INT-050,Internet Package 50GB,Recharges,170,4250.0,25,0,,,Spring
2024-04-28,STORE-001,1,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,155,1550.0,10,0,,,Spring
2024-04-28,STORE-001,1,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,228,4560.0,20,0,,,Spring
2024-04-28,STORE-001,1,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,308,3696.0,12,1,,,Spring
2024-04-28,STORE-001,1,North,RTR-4G-001,4G Home Router Basic,Routers,6,534.0,89,0,,,Spring
2024-04-28,STORE-001,1,North,RTR-4G-002,4G Router Pro,Routers,16,2064.0,129,1,,,Spring
2024-04-28,STORE-001,1,North,RTR-5G-001,5G Router Premium,Routers,6,1794.0,299,0,,,Spring
2024-04-28,STORE-001,1,North,RTR-5G-002,5G Router Enterprise,Routers,23,10327.0,449,1,,,Spring
2024-04-28,STORE-001,1,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,31,155.0,5,0,,,Spring
2024-04-28,STORE-001,1,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,35,525.0,15,0,,,Spring
2024-04-28,STORE-001,1,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,21,0.0,0,0,,,Spring
2024-04-28,STORE-001,1,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,17,170.0,10,0,,,Spring
2024-04-28,STORE-001,1,North,TAB-IPD-AIR,iPad Air,Tablets,7,4543.0,649,1,,,Spring
2024-04-28,STORE-001,1,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,2,598.0,299,0,,,Spring
2024-04-28,STORE-001,1,North,TAB-SAM-S9,Samsung Tab S9,Tablets,5,2745.0,549,0,,,Spring
2024-04-28,STORE-002,2,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,17,1513.0,89,0,,,Spring
2024-04-28,STORE-002,2,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,17,663.0,39,0,,,Spring
2024-04-28,STORE-002,2,North,ACC-CAM-001,Outdoor Security Camera,Accessories,12,1548.0,129,0,,,Spring
2024-04-28,STORE-002,2,North,ACC-CAS-001,Phone Case Premium,Accessories,24,456.0,19,0,,,Spring
2024-04-28,STORE-002,2,North,ACC-CHG-001,Fast Charger 65W,Accessories,20,580.0,29,0,,,Spring
2024-04-28,STORE-002,2,North,ACC-WAT-001,Smartwatch Pro,Accessories,15,3735.0,249,0,,,Spring
2024-04-28,STORE-002,2,North,ACC-WAT-002,Smartwatch Fitness,Accessories,15,1485.0,99,0,,,Spring
2024-04-28,STORE-002,2,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,29,2291.0,79,1,,,Spring
2024-04-28,STORE-002,2,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,11,1639.0,149,0,,,Spring
2024-04-28,STORE-002,2,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,11,2189.0,199,0,,,Spring
2024-04-28,STORE-002,2,North,PHN-BUD-001,Budget Phone 4G,Smartphones,5,745.0,149,0,,,Spring
2024-04-28,STORE-002,2,North,PHN-IPH-15,iPhone 15,Smartphones,4,3996.0,999,0,,,Spring
2024-04-28,STORE-002,2,North,PHN-OPP-F5,Oppo Find X5,Smartphones,4,1996.0,499,0,,,Spring
2024-04-28,STORE-002,2,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,6,5394.0,899,0,,,Spring
2024-04-28,STORE-002,2,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,5,2995.0,599,0,,,Spring
2024-04-28,STORE-002,2,North,RCH-INT-050,Internet Package 50GB,Recharges,247,6175.0,25,0,,,Spring
