num_client,store_id,first_transaction_date,last_transaction_date,tenure_months,nb_transactions,total_spend,arpu_monthly,current_offer,type_abonnement,type_client,nb_upgrades,engagement_months,churn_score,churn_risk
4a80106b514a,S42,2024-10-01,2026-03-01,16.95,18,439.0,25.9,,,EXISTANT,0,0,0.6272,high
4a81f070e6b6,S07,2024-10-01,2026-03-01,16.95,54,1767.0,104.24,,,EXISTANT,0,0,0.4392,low
4a8671411bef,I66,2024-10-01,2026-03-01,16.95,108,2352.0,138.75,,,EXISTANT,0,0,0.3145,low
4a8bce079d46,S12,2024-10-01,2026-03-01,16.95,90,1410.0,83.18,,,EXISTANT,0,0,0.3583,low
4a8fb0efb389,I79,2024-10-01,2026-03-01,16.95,234,5187.0,305.99,,,EXISTANT,0,0,0.2599,low
4a93242e0cda,I82,2024-10-01,2026-03-01,16.95,54,145.0,8.55,,,EXISTANT,0,0,0.555,medium
4a941859e70f,T06,2024-10-01,2026-03-01,16.95,36,0.0,0.0,,,EXISTANT,0,0,0.6673,high
4a9f31edef3b,I16,2024-10-01,2026-03-01,16.95,72,0.0,0.0,,,EXISTANT,0,0,0.5536,medium
4a9fdb31d901,S36,2024-10-01,2026-03-01,16.95,18,627.0,36.99,,,EXISTANT,0,0,0.6105,high
4aa246c84c41,I27,2024-10-01,2026-03-01,16.95,126,2100.0,123.88,,,EXISTANT,0,0,0.3019,low
4aa434bc2bd2,I43,2024-10-01,2026-03-01,16.95,36,0.0,0.0,,,EXISTANT,0,0,0.6673,high
4aa44dd1eca7,M14,2024-10-01,2026-03-01,16.95,72,0.0,0.0,,,EXISTANT,0,0,0.5536,medium
4aa9c8f9ea39,M10,2024-10-01,2026-03-01,16.95,36,36.0,2.12,,,EXISTANT,0,0,0.6543,high
4aab5f298bf9,I95,2024-10-01,2026-03-01,16.95,72,98.96,5.84,,,EXISTANT,0,0,0.5151,medium
4aac84996766,I57,2024-10-01,2026-03-01,16.95,72,1200.0,70.79,,,EXISTANT,0,0,0.4052,low
4aad9ad1deef,I23,2024-10-01,2026-03-01,16.95,36,92.11,5.43,,,EXISTANT,0,0,0.6309,high
4ab1d9937e8c,I09,2024-10-01,2026-03-01,16.95,72,226.21,13.34,,,EXISTANT,0,0,0.4877,medium
4ab5cbb74ef2,I53,2024-10-01,2026-03-01,16.95,18,360.0,21.24,,,EXISTANT,0,0,0.6346,high
4abe83be7234,I66,2024-10-01,2026-03-01,16.95,162,940.0,55.45,,,EXISTANT,0,0,0.3231,low
4abfc4af43f2,I20,2024-10-01,2026-03-01,16.95,36,540.0,31.86,,,EXISTANT,0,0,0.5647,high
4abff3b17103,S49,2024-10-01,2026-03-01,16.95,72,1160.0,68.43,,,EXISTANT,0,0,0.4077,low
4ac2789ba094,M04,2024-10-01,2026-03-01,16.95,108,195.19,11.51,,,EXISTANT,0,0,0.4307,low
4ac6a0776d3b,I28,2024-10-01,2026-03-01,16.95,18,240.0,14.16,,,EXISTANT,0,0,0.6546,high
4ac6b37ed79b,S32,2024-10-01,2026-03-01,16.95,72,80.59,4.75,,,EXISTANT,0,0,0.522,medium
4ac9743a3a41,I78,2024-10-01,2026-03-01,16.95,90,15267.0,900.63,,,EXISTANT,0,0,0.3225,low
4acea033970a,I88,2024-10-01,2026-03-01,16.95,72,1165.5,68.76,,,EXISTANT,0,0,0.4075,low
4ad2a1c9efa5,I95,2024-10-01,2026-03-01,16.95,36,60.0,3.54,,,EXISTANT,0,0,0.6425,high
4ad445075ec0,I33,2024-10-01,2026-03-01,16.95,72,1080.0,63.71,,,EXISTANT,0,0,0.4115,low
4ad697804c09,I99,2024-10-01,2026-03-01,16.95,144,1881.0,110.96,,,EXISTANT,0,0,0.2949,low
4ad6c9dbd619,S50,2024-10-01,2026-03-01,16.95,108,522.0,30.79,,,EXISTANT,0,0,0.3895,low
4ada398142f6,I68,2024-10-01,2026-03-01,16.95,54,12441.0,733.92,,,EXISTANT,0,0,0.4137,low
4adb338d1469,I86,2024-10-01,2026-03-01,16.95,36,690.0,40.7,,,EXISTANT,0,0,0.5487,medium
4adc4b124d71,S13,2024-10-01,2026-03-01,16.95,54,810.0,47.78,,,EXISTANT,0,0,0.4807,medium
4adde29ae6a6,S05,2024-10-01,2026-03-01,16.95,126,263.69,15.56,,,EXISTANT,0,0,0.4035,low
4ae4be3ade30,I79,2024-10-01,2026-03-01,16.95,54,64.0,3.78,,,EXISTANT,0,0,0.5798,high
4ae4e4e368db,I59,2024-10-01,2026-03-01,16.95,18,300.0,17.7,,,EXISTANT,0,0,0.644,high
4aea6b90fd1c,I13,2024-10-01,2026-03-01,16.95,90,137.5,8.11,,,EXISTANT,0,0,0.4662,medium
4aedc31b4407,S41,2024-10-01,2026-03-01,16.95,90,129.0,7.61,,,EXISTANT,0,0,0.468,medium
4aedfe3fe7ba,S19,2024-10-01,2026-03-01,16.95,72,440.0,25.96,,,EXISTANT,0,0,0.4581,medium
4af651bc81ac,I87,2024-10-01,2026-03-01,16.95,54,777.84,45.89,,,EXISTANT,0,0,0.4825,medium
4b0063f39529,I15,2024-10-01,2026-03-01,16.95,54,55.79,3.29,,,EXISTANT,0,0,0.583,high
4b00a5f23f59,M10,2024-10-01,2026-03-01,16.95,36,416.0,24.54,,,EXISTANT,0,0,0.5739,high
4b018d91f7fb,I46,2024-10-01,2026-03-01,16.95,54,1118.01,65.95,,,EXISTANT,0,0,0.462,medium
4b0253c3caa1,S50,2024-10-01,2026-03-01,16.95,18,10.0,0.59,,,EXISTANT,0,0,0.7179,high
4b084e37c26f,I63,2024-10-01,2026-03-01,16.95,144,1928.0,113.74,,,EXISTANT,0,0,0.2938,low
4b09bb2c6c55,I59,2024-10-01,2026-03-01,16.95,90,1857.1,109.55,,,EXISTANT,0,0,0.3468,low
4b0a2a274f8d,I66,2024-10-01,2026-03-01,16.95,108,1066.5,62.92,,,EXISTANT,0,0,0.3492,low
4b0a476a0858,I64,2024-10-01,2026-03-01,16.95,90,2594.8,153.07,,,EXISTANT,0,0,0.3374,low
4b0a59253e02,I61,2024-10-01,2026-03-01,16.95,72,1230.0,72.56,,,EXISTANT,0,0,0.4035,low
4b0ba8778c0b,M01,2024-10-01,2026-03-01,16.95,36,1188.3,70.1,,,EXISTANT,0,0,0.5197,medium
4b183d33a12b,I47,2024-10-01,2026-03-01,16.95,36,630.0,37.17,,,EXISTANT,0,0,0.5543,medium
4b19c86a8927,I91,2024-10-01,2026-03-01,16.95,18,490.8,28.95,,,EXISTANT,0,0,0.6237,high
4b1a63b77302,S45,2024-10-01,2026-03-01,16.95,72,1164.48,68.7,,,EXISTANT,0,0,0.4075,low
4b1b184b036d,M10,2024-10-01,2026-03-01,16.95,54,3000.0,176.98,,,EXISTANT,0,0,0.4247,low
4b1f7822b3ac,M03,2024-10-01,2026-03-01,16.95,18,649.0,38.29,,,EXISTANT,0,0,0.6075,high
4b2467d46887,S47,2024-10-01,2026-03-01,16.95,306,2624.88,154.85,,,EXISTANT,0,0,0.2679,low
4b29d7501b66,I89,2024-10-01,2026-03-01,16.95,18,135.0,7.96,,,EXISTANT,0,0,0.6737,high
4b2a1d86ce28,I97,2024-10-01,2026-03-01,16.95,36,630.0,37.17,,,EXISTANT,0,0,0.5543,medium
4b2a7f3d103a,I27,2024-10-01,2026-03-01,16.95,72,1296.0,76.45,,,EXISTANT,0,0,0.4002,low
4b2db4339b6e,I94,2024-10-01,2026-03-01,16.95,54,57.88,3.41,,,EXISTANT,0,0,0.5823,high
4b30efb4666a,S20,2024-10-01,2026-03-01,16.95,54,1737.1,102.48,,,EXISTANT,0,0,0.4398,low
4b30f250e499,S32,2024-10-01,2026-03-01,16.95,36,790.2,46.62,,,EXISTANT,0,0,0.5431,medium
4b325ee02701,S33,2024-10-01,2026-03-01,16.95,36,21.06,1.24,,,EXISTANT,0,0,0.6594,high
4b3774c02d67,I10,2024-10-01,2026-03-01,16.95,36,525.0,30.97,,,EXISTANT,0,0,0.5659,high
4b3775acaa39,I04,2024-10-01,2026-03-01,16.95,54,600.0,35.4,,,EXISTANT,0,0,0.4967,medium
4b422e1a0163,I65,2024-10-01,2026-03-01,16.95,90,780.0,46.01,,,EXISTANT,0,0,0.392,low
4b49c1a15184,I06,2024-10-01,2026-03-01,16.95,18,307.8,18.16,,,EXISTANT,0,0,0.6423,high
4b4aee6bef1a,I77,2024-10-01,2026-03-01,16.95,72,820.0,48.37,,,EXISTANT,0,0,0.4278,low
4b52949b71df,S14,2024-10-01,2026-03-01,16.95,108,2268.0,133.79,,,EXISTANT,0,0,0.3156,low
4b55024d1737,S29,2024-10-01,2026-03-01,16.95,18,48.25,2.85,,,EXISTANT,0,0,0.7032,high
4b586f099a90,S18,2024-10-01,2026-03-01,16.95,18,4290.0,253.08,,,EXISTANT,0,0,0.5359,medium
4b5988937ad4,M10,2024-10-01,2026-03-01,16.95,72,171.05,10.09,,,EXISTANT,0,0,0.4985,medium
4b5c84349439,I77,2024-10-01,2026-03-01,16.95,54,1824.0,107.6,,,EXISTANT,0,0,0.438,low
4b5fd53d47cf,I68,2024-10-01,2026-03-01,16.95,18,330.0,19.47,,,EXISTANT,0,0,0.6382,high
4b60508e9c7d,M10,2024-10-01,2026-03-01,16.95,108,1714.0,101.11,,,EXISTANT,0,0,0.325,low
4b61279c711e,I34,2024-10-01,2026-03-01,16.95,36,175.44,10.35,,,EXISTANT,0,0,0.6115,high
4b6302d031ef,S17,2024-10-01,2026-03-01,16.95,126,1944.0,114.68,,,EXISTANT,0,0,0.3043,low
4b632e0f814f,I66,2024-10-01,2026-03-01,16.95,108,686.0,40.47,,,EXISTANT,0,0,0.3725,low
4b63669573f3,M10,2024-10-01,2026-03-01,16.95,72,60.0,3.54,,,EXISTANT,0,0,0.5289,medium
4b6570e4fe58,I85,2024-10-01,2026-03-01,16.95,144,31817.0,1876.96,,,EXISTANT,0,0,0.269,low
4b6bfe3575ff,M10,2024-10-01,2026-03-01,16.95,198,1071.0,63.18,,,EXISTANT,0,0,0.3092,low
4b6c57d77ded,S16,2024-10-01,2026-03-01,16.95,36,630.0,37.17,,,EXISTANT,0,0,0.5543,medium
4b6ec019004b,I63,2024-10-01,2026-03-01,16.95,18,720.0,42.47,,,EXISTANT,0,0,0.602,high
4b73c57cc8ed,I26,2024-10-01,2026-03-01,16.95,162,1150.47,67.87,,,EXISTANT,0,0,0.3121,low
4b78848f014c,M10,2024-10-01,2026-03-01,16.95,144,2168.0,127.9,,,EXISTANT,0,0,0.2904,low
4b7896d860bb,I48,2024-10-01,2026-03-01,16.95,162,584.32,34.47,,,EXISTANT,0,0,0.3502,low
4b7b866cf8c1,I93,2024-10-01,2026-03-01,16.95,72,1290.0,76.1,,,EXISTANT,0,0,0.4007,low
4b7d40ab3cf9,I65,2024-10-01,2026-03-01,16.95,36,78.95,4.66,,,EXISTANT,0,0,0.6367,high
4b800736aae6,I26,2024-10-01,2026-03-01,16.95,54,2907.37,171.51,,,EXISTANT,0,0,0.4253,low
4b8469004ce4,I39,2024-10-01,2026-03-01,16.95,72,756.0,44.6,,,EXISTANT,0,0,0.4313,low
4b8b6b48fd1b,S46,2024-10-01,2026-03-01,16.95,90,98.0,5.78,,,EXISTANT,0,0,0.4773,medium
4b8bee6274e5,I27,2024-10-01,2026-03-01,16.95,36,180.0,10.62,,,EXISTANT,0,0,0.6103,high
4b90918ab9f9,I79,2024-10-01,2026-03-01,16.95,36,2070.0,122.11,,,EXISTANT,0,0,0.4949,medium
4b9432ecff77,S49,2024-10-01,2026-03-01,16.95,108,1330.0,78.46,,,EXISTANT,0,0,0.336,low
4b98db2437db,S18,2024-10-01,2026-03-01,16.95,36,55.0,3.24,,,EXISTANT,0,0,0.6447,high
4b9b7700ffe0,S47,2024-10-01,2026-03-01,16.95,126,4672.2,275.62,,,EXISTANT,0,0,0.2877,low
4b9e32aaa9c2,S35,2024-10-01,2026-03-01,16.95,72,1228.5,72.47,,,EXISTANT,0,0,0.4041,low
4ba23a233a1e,I38,2024-10-01,2026-03-01,16.95,54,1395.0,82.29,,,EXISTANT,0,0,0.4493,medium
4ba3b095b621,I63,2024-10-01,2026-03-01,16.95,144,422.35,24.92,,,EXISTANT,0,0,0.3699,low
4ba70bf70906,I30,2024-10-01,2026-03-01,16.95,144,438.12,25.85,,,EXISTANT,0,0,0.369,low
4ba74a4b48f5,I93,2024-10-01,2026-03-01,16.95,36,756.0,44.6,,,EXISTANT,0,0,0.5449,medium
4ba7bfdbe68c,S26,2024-10-01,2026-03-01,16.95,36,600.6,35.43,,,EXISTANT,0,0,0.5568,medium
4ba97e06d3d1,I19,2024-10-01,2026-03-01,16.95,108,166.18,9.8,,,EXISTANT,0,0,0.4365,low
4ba9dc7d3ee1,M10,2024-10-01,2026-03-01,16.95,18,241.23,14.23,,,EXISTANT,0,0,0.6542,high
4baa1b5f8d3f,I23,2024-10-01,2026-03-01,16.95,162,20119.0,1186.87,,,EXISTANT,0,0,0.2635,low
4bacb88f6c35,I26,2024-10-01,2026-03-01,16.95,144,3443.03,203.11,,,EXISTANT,0,0,0.2808,low
4bae80c3a6be,I81,2024-10-01,2026-03-01,16.95,54,783.0,46.19,,,EXISTANT,0,0,0.4821,medium
4bafb27fc6ca,I70,2024-10-01,2026-03-01,16.95,90,79.29,4.68,,,EXISTANT,0,0,0.4848,medium
4bafe6a9299a,I83,2024-10-01,2026-03-01,16.95,54,57.88,3.41,,,EXISTANT,0,0,0.5823,high
4bb20c218831,S26,2024-10-01,2026-03-01,16.95,72,1080.0,63.71,,,EXISTANT,0,0,0.4115,low
4bb528c8e1f1,M10,2024-10-01,2026-03-01,16.95,36,0.0,0.0,,,EXISTANT,0,0,0.6673,high
4bb7fe101196,I28,2024-10-01,2026-03-01,16.95,18,300.0,17.7,,,EXISTANT,0,0,0.644,high
4bb8372f4d4a,I37,2024-10-01,2026-03-01,16.95,90,236.0,13.92,,,EXISTANT,0,0,0.4485,medium
4bbe42205b68,I53,2024-10-01,2026-03-01,16.95,18,20.0,1.18,,,EXISTANT,0,0,0.7153,high
4bc133cfa7b7,I85,2024-10-01,2026-03-01,16.95,54,62.0,3.66,,,EXISTANT,0,0,0.5805,high
4bc221fa0324,M10,2024-10-01,2026-03-01,16.95,54,600.0,35.4,,,EXISTANT,0,0,0.4967,medium
4bc39a7bbae7,I50,2024-10-01,2026-03-01,16.95,18,324.0,19.11,,,EXISTANT,0,0,0.6396,high
4bc3cdffc33b,S20,2024-10-01,2026-03-01,16.95,90,68.0,4.01,,,EXISTANT,0,0,0.4884,medium
4bc3df24a1b1,I45,2024-10-01,2026-03-01,16.95,36,812.92,47.96,,,EXISTANT,0,0,0.5416,medium
4bc63b36d002,S28,2024-10-01,2026-03-01,16.95,54,775.0,45.72,,,EXISTANT,0,0,0.4828,medium
4bc674eb589f,I53,2024-10-01,2026-03-01,16.95,72,410.0,24.19,,,EXISTANT,0,0,0.4607,medium
4bcd2bdaeaea,I01,2024-10-01,2026-03-01,16.95,36,25.0,1.48,,,EXISTANT,0,0,0.6573,high
4bd7c421aa1a,I70,2024-10-01,2026-03-01,16.95,108,2536.4,149.63,,,EXISTANT,0,0,0.3129,low
4bdb3766bab3,I66,2024-10-01,2026-03-01,16.95,54,10208.0,602.19,,,EXISTANT,0,0,0.4144,low
4bdd1ac5c424,I66,2024-10-01,2026-03-01,16.95,36,630.0,37.17,,,EXISTANT,0,0,0.5543,medium
4bdd62827372,I68,2024-10-01,2026-03-01,16.95,72,86.0,5.07,,,EXISTANT,0,0,0.5203,medium
4bddced069dc,I93,2024-10-01,2026-03-01,16.95,36,630.0,37.17,,,EXISTANT,0,0,0.5543,medium
4be0106d3eb2,I57,2024-10-01,2026-03-01,16.95,18,300.0,17.7,,,EXISTANT,0,0,0.644,high
4be8553bc1e4,I28,2024-10-01,2026-03-01,16.95,54,960.0,56.63,,,EXISTANT,0,0,0.4702,medium
4bea760c60b8,I95,2024-10-01,2026-03-01,16.95,54,956.8,56.44,,,EXISTANT,0,0,0.4709,medium
4bec6e55f486,I37,2024-10-01,2026-03-01,16.95,18,584.1,34.46,,,EXISTANT,0,0,0.6151,high
4beefb0f0018,I33,2024-10-01,2026-03-01,16.95,36,0.0,0.0,,,EXISTANT,0,0,0.6673,high
4bef343876dc,I87,2024-10-01,2026-03-01,16.95,36,660.0,38.93,,,EXISTANT,0,0,0.5512,medium
4bf486202eb5,I22,2024-10-01,2026-03-01,16.95,108,1674.0,98.75,,,EXISTANT,0,0,0.326,low
4bf6e08af67a,I24,2024-10-01,2026-03-01,16.95,126,271.0,15.99,,,EXISTANT,0,0,0.4012,low
4bfd33f304be,I05,2024-10-01,2026-03-01,16.95,36,500.0,29.5,,,EXISTANT,0,0,0.5679,high
4bfd53dd32ac,M10,2024-10-01,2026-03-01,16.95,90,490.0,28.91,,,EXISTANT,0,0,0.4171,low
4bfda859a1eb,I40,2024-10-01,2026-03-01,16.95,54,1097.5,64.74,,,EXISTANT,0,0,0.4632,medium
4c01927adc5b,I33,2024-10-01,2026-03-01,16.95,72,2798.33,165.08,,,EXISTANT,0,0,0.3739,low
4c0317ea4a82,I61,2024-10-01,2026-03-01,16.95,18,270.0,15.93,,,EXISTANT,0,0,0.6498,high
4c08883c5a83,M10,2024-10-01,2026-03-01,16.95,162,432.22,25.5,,,EXISTANT,0,0,0.3626,low
4c09d35496a8,I06,2024-10-01,2026-03-01,16.95,36,170.0,10.03,,,EXISTANT,0,0,0.6125,high
4c0d70b6fec9,I57,2024-10-01,2026-03-01,16.95,54,900.0,53.09,,,EXISTANT,0,0,0.4745,medium
4c107fde4d5c,I61,2024-10-01,2026-03-01,16.95,36,78.95,4.66,,,EXISTANT,0,0,0.6367,high
4c14581613c7,S26,2024-10-01,2026-03-01,16.95,54,864.0,50.97,,,EXISTANT,0,0,0.4778,medium
4c148548e2eb,M10,2024-10-01,2026-03-01,16.95,126,329.83,19.46,,,EXISTANT,0,0,0.3915,low
4c14a3975e1c,S21,2024-10-01,2026-03-01,16.95,54,0.0,0.0,,,EXISTANT,0,0,0.606,high
4c1640812181,I87,2024-10-01,2026-03-01,16.95,36,110.0,6.49,,,EXISTANT,0,0,0.6239,high
4c1c8ea34097,S03,2024-10-01,2026-03-01,16.95,36,87.72,5.17,,,EXISTANT,0,0,0.6332,high
4c1de7d67602,I37,2024-10-01,2026-03-01,16.95,18,240.0,14.16,,,EXISTANT,0,0,0.6546,high
4c1e6811e5da,I56,2024-10-01,2026-03-01,16.95,36,1078.2,63.61,,,EXISTANT,0,0,0.5255,medium
4c2055c65d43,I18,2024-10-01,2026-03-01,16.95,90,1248.0,73.62,,,EXISTANT,0,0,0.3647,low
4c23021ee149,I27,2024-10-01,2026-03-01,16.95,72,1850.0,109.14,,,EXISTANT,0,0,0.385,low
4c2404e0d7d6,M17,2024-10-01,2026-03-01,16.95,18,90.0,5.31,,,EXISTANT,0,0,0.6871,high
4c26ba4adec3,M17,2024-10-01,2026-03-01,16.95,108,76.01,4.48,,,EXISTANT,0,0,0.4611,medium
4c274137b39d,I03,2024-10-01,2026-03-01,16.95,108,511.67,30.18,,,EXISTANT,0,0,0.3903,low
4c27f1b2c1a5,S47,2024-10-01,2026-03-01,16.95,54,118.42,6.99,,,EXISTANT,0,0,0.5609,high
4c3575093772,I87,2024-10-01,2026-03-01,16.95,54,1050.0,61.94,,,EXISTANT,0,0,0.4653,medium
4c3b3e77febf,S46,2024-10-01,2026-03-01,16.95,90,22.0,1.3,,,EXISTANT,0,0,0.5074,medium
4c4540f8057f,M06,2024-10-01,2026-03-01,16.95,36,622.68,36.73,,,EXISTANT,0,0,0.5555,medium
4c48de17d6c7,S47,2024-10-01,2026-03-01,16.95,162,662.07,39.06,,,EXISTANT,0,0,0.3406,low
4c48f08a2a93,S35,2024-10-01,2026-03-01,16.95,36,580.0,34.22,,,EXISTANT,0,0,0.5603,high
4c4be01672b4,I01,2024-10-01,2026-03-01,16.95,36,575.0,33.92,,,EXISTANT,0,0,0.5606,high
4c4da71996d8,I45,2024-10-01,2026-03-01,16.95,36,1147.7,67.71,,,EXISTANT,0,0,0.5219,medium
4c4e9f6466bf,I38,2024-10-01,2026-03-01,16.95,54,29.48,1.74,,,EXISTANT,0,0,0.595,high
4c4f2de84ed8,I20,2024-10-01,2026-03-01,16.95,108,153.0,9.03,,,EXISTANT,0,0,0.4384,low
4c51cd5eafa8,I11,2024-10-01,2026-03-01,16.95,18,324.0,19.11,,,EXISTANT,0,0,0.6396,high
4c55c4def25b,I71,2024-10-01,2026-03-01,16.95,54,31.59,1.86,,,EXISTANT,0,0,0.5944,high
4c5d9dc0dcbc,I86,2024-10-01,2026-03-01,16.95,54,750.0,44.24,,,EXISTANT,0,0,0.4843,medium
4c5f7da92b5c,I52,2024-10-01,2026-03-01,16.95,72,1170.0,69.02,,,EXISTANT,0,0,0.4071,low
4c5f99c80b6d,S43,2024-10-01,2026-03-01,16.95,36,40.0,2.36,,,EXISTANT,0,0,0.6523,high
4c62878a3d2f,M10,2024-10-01,2026-03-01,16.95,90,503.33,29.69,,,EXISTANT,0,0,0.4158,low
4c634de7f487,I82,2024-10-01,2026-03-01,16.95,54,990.0,58.4,,,EXISTANT,0,0,0.4685,medium
4c649671fac7,I02,2024-10-01,2026-03-01,16.95,36,3953.4,233.22,,,EXISTANT,0,0,0.4818,medium
4c680cd822a0,M10,2024-10-01,2026-03-01,16.95,72,188.0,11.09,,,EXISTANT,0,0,0.4956,medium
4c6ed274a1b7,S23,2024-10-01,2026-03-01,16.95,54,0.0,0.0,,,EXISTANT,0,0,0.606,high
4c70659e4625,I19,2024-10-01,2026-03-01,16.95,18,240.0,14.16,,,EXISTANT,0,0,0.6546,high
4c725c39435e,I45,2024-10-01,2026-03-01,16.95,72,400.0,23.6,,,EXISTANT,0,0,0.4617,medium
4c75e4e81afd,I86,2024-10-01,2026-03-01,16.95,54,310.0,18.29,,,EXISTANT,0,0,0.5253,medium
4c76098c5147,S55,2024-10-01,2026-03-01,16.95,54,52.62,3.1,,,EXISTANT,0,0,0.5846,high
4c766585d092,I64,2024-10-01,2026-03-01,16.95,54,1790.56,105.63,,,EXISTANT,0,0,0.4388,low
4c7a383f27e2,I33,2024-10-01,2026-03-01,16.95,108,155.0,9.14,,,EXISTANT,0,0,0.4381,low
4c7adbc349c3,I47,2024-10-01,2026-03-01,16.95,126,1632.0,96.28,,,EXISTANT,0,0,0.3109,low
4c7be0cdf89b,M10,2024-10-01,2026-03-01,16.95,144,1594.0,94.03,,,EXISTANT,0,0,0.3012,low
4c7e1b5442fc,I16,2024-10-01,2026-03-01,16.95,72,966.0,56.99,,,EXISTANT,0,0,0.4173,low
4c897ca8750a,I52,2024-10-01,2026-03-01,16.95,36,1377.7,81.27,,,EXISTANT,0,0,0.511,medium
4c8a7a8898a2,I38,2024-10-01,2026-03-01,16.95,72,342.11,20.18,,,EXISTANT,0,0,0.4675,medium
4c8bfab6e487,I55,2024-10-01,2026-03-01,16.95,18,220.0,12.98,,,EXISTANT,0,0,0.6575,high
4c921100688f,S50,2024-10-01,2026-03-01,16.95,18,330.0,19.47,,,EXISTANT,0,0,0.6382,high
4c92bf7fe88e,I38,2024-10-01,2026-03-01,16.95,54,1395.0,82.29,,,EXISTANT,0,0,0.4493,medium
4c9562d06ca5,S20,2024-10-01,2026-03-01,16.95,54,780.0,46.01,,,EXISTANT,0,0,0.4823,medium
4c95d330740b,I63,2024-10-01,2026-03-01,16.95,90,500.0,29.5,,,EXISTANT,0,0,0.4163,low
4c95eac2186a,S32,2024-10-01,2026-03-01,16.95,18,50.0,2.95,,,EXISTANT,0,0,0.7023,high
4c9aa9f7fa89,I51,2024-10-01,2026-03-01,16.95,54,702.0,41.41,,,EXISTANT,0,0,0.4865,medium
4c9b942f78ba,M10,2024-10-01,2026-03-01,16.95,90,811.54,47.87,,,EXISTANT,0,0,0.3901,low
4ca3d4f53d6c,I18,2024-10-01,2026-03-01,16.95,108,504.0,29.73,,,EXISTANT,0,0,0.3908,low
4ca7647b47ad,I61,2024-10-01,2026-03-01,16.95,36,44.0,2.6,,,EXISTANT,0,0,0.6499,high
4ca95bb985a0,I01,2024-10-01,2026-03-01,16.95,54,75.0,4.42,,,EXISTANT,0,0,0.5769,high
4cae662150e3,I33,2024-10-01,2026-03-01,16.95,18,48.25,2.85,,,EXISTANT,0,0,0.7032,high
4caf0baf6ec3,M23,2024-10-01,2026-03-01,16.95,72,102.5,6.05,,,EXISTANT,0,0,0.5128,medium
4cafa85efcfe,I12,2024-10-01,2026-03-01,16.95,54,300.0,17.7,,,EXISTANT,0,0,0.5276,medium
4cb1b8501cad,S15,2024-10-01,2026-03-01,16.95,18,319.2,18.83,,,EXISTANT,0,0,0.6406,high
4cb9869d77c6,I82,2024-10-01,2026-03-01,16.95,54,900.0,53.09,,,EXISTANT,0,0,0.4745,medium
4cbb50df40ad,I93,2024-10-01,2026-03-01,16.95,72,390.0,23.01,,,EXISTANT,0,0,0.4629,medium
4cc05f7221b1,S13,2024-10-01,2026-03-01,16.95,36,569.25,33.58,,,EXISTANT,0,0,0.5623,high
4cc3081c4c12,S27,2024-10-01,2026-03-01,16.95,18,11.0,0.65,,,EXISTANT,0,0,0.7176,high
4cc573f230a8,S48,2024-10-01,2026-03-01,16.95,18,495.0,29.2,,,EXISTANT,0,0,0.6235,high
4cc5a103da05,M10,2024-10-01,2026-03-01,16.95,18,263.16,15.52,,,EXISTANT,0,0,0.6513,high
4cc9569b1806,S07,2024-10-01,2026-03-01,16.95,72,2310.0,136.27,,,EXISTANT,0,0,0.3779,low
4cc9de8ec6fc,S38,2024-10-01,2026-03-01,16.95,180,3174.0,187.24,,,EXISTANT,0,0,0.2714,low
4cc9fbc0a052,S05,2024-10-01,2026-03-01,16.95,180,1190.18,70.21,,,EXISTANT,0,0,0.3059,low
4ccf28e46c59,S54,2024-10-01,2026-03-01,16.95,162,1866.0,110.08,,,EXISTANT,0,0,0.2885,low
4ccfe122a117,S18,2024-10-01,2026-03-01,16.95,54,155.0,9.14,,,EXISTANT,0,0,0.5534,medium
4cd076992f84,I46,2024-10-01,2026-03-01,16.95,72,400.0,23.6,,,EXISTANT,0,0,0.4617,medium
4cd510f70a61,I46,2024-10-01,2026-03-01,16.95,108,3298.1,194.56,,,EXISTANT,0,0,0.3078,low
4cd662962492,I33,2024-10-01,2026-03-01,16.95,72,1000.0,58.99,,,EXISTANT,0,0,0.4155,low
4cd8d1e1cbe1,S16,2024-10-01,2026-03-01,16.95,36,48.0,2.83,,,EXISTANT,0,0,0.6483,high
4cda242bbdd2,S14,2024-10-01,2026-03-01,16.95,54,82.5,4.87,,,EXISTANT,0,0,0.5738,high
4cdbd704cd67,S05,2024-10-01,2026-03-01,16.95,36,190.0,11.21,,,EXISTANT,0,0,0.6085,high
4cdf6f2597eb,I27,2024-10-01,2026-03-01,16.95,90,140.95,8.31,,,EXISTANT,0,0,0.4652,medium
4cdfe3427e3a,S20,2024-10-01,2026-03-01,16.95,54,1128.6,66.58,,,EXISTANT,0,0,0.4618,medium
4ce081e7193b,M03,2024-10-01,2026-03-01,16.95,72,1354.5,79.9,,,EXISTANT,0,0,0.3981,low
4cebe294d385,I88,2024-10-01,2026-03-01,16.95,18,300.0,17.7,,,EXISTANT,0,0,0.644,high
4cf7ced73bf7,I63,2024-10-01,2026-03-01,16.95,108,292.0,17.23,,,EXISTANT,0,0,0.4142,low
4cf7dc041b6d,I71,2024-10-01,2026-03-01,16.95,90,149.72,8.83,,,EXISTANT,0,0,0.4641,medium
4cf983ccb146,I09,2024-10-01,2026-03-01,16.95,72,178.95,10.56,,,EXISTANT,0,0,0.4973,medium
4cf9cd371c07,I31,2024-10-01,2026-03-01,16.95,36,660.0,38.93,,,EXISTANT,0,0,0.5512,medium
