date,store_id,objectif_ca,objectif_transactions,objectif_panier_moyen
2024-10-06,I40,5047.84,16,315.49
2024-10-07,I40,5678.82,18,315.49
2024-10-08,I40,5994.32,19,315.49
2024-10-09,I40,6309.81,20,315.49
2024-10-10,I40,6625.3,21,315.49
2024-10-11,I40,6940.79,22,315.49
2024-10-12,I40,8202.75,26,315.49
2024-10-13,I40,5047.84,16,315.49
2024-10-14,I40,5678.82,18,315.49
2024-10-15,I40,5994.32,19,315.49
2024-10-16,I40,6309.81,20,315.49
2024-10-17,I40,6625.3,21,315.49
2024-10-18,I40,6940.79,22,315.49
2024-10-19,I40,8202.75,26,315.49
2024-10-20,I40,5047.84,16,315.49
2024-10-21,I40,5678.82,18,315.49
2024-10-22,I40,5994.32,19,315.49
2024-10-23,I40,6309.81,20,315.49
2024-10-24,I40,6625.3,21,315.49
2024-10-25,I40,6940.79,22,315.49
2024-10-26,I40,8202.75,26,315.49
2024-10-27,I40,5047.84,16,315.49
2024-10-28,I40,5678.82,18,315.49
2024-10-29,I40,5994.32,19,315.49
2024-10-30,I40,6309.81,20,315.49
2024-10-31,I40,6625.3,21,315.49
2024-11-01,I40,7543.97,22,342.91
2024-11-02,I40,8915.6,26,342.91
2024-11-03,I40,5486.52,16,342.91
2024-11-04,I40,6172.34,18,342.91
2024-11-05,I40,6515.25,19,342.91
2024-11-06,I40,6858.15,20,342.91
2024-11-07,I40,7201.06,21,342.91
2024-11-08,I40,7543.97,22,342.91
2024-11-09,I40,8915.6,26,342.91
2024-11-10,I40,5486.52,16,342.91
2024-11-11,I40,6172.34,18,342.91
2024-11-12,I40,6515.25,19,342.91
2024-11-13,I40,6858.15,20,342.91
2024-11-14,I40,7201.06,21,342.91
2024-11-15,I40,7543.97,22,342.91
2024-11-16,I40,8915.6,26,342.91
2024-11-17,I40,5486.52,16,342.91
2024-11-18,I40,6172.34,18,342.91
2024-11-19,I40,6515.25,19,342.91
2024-11-20,I40,6858.15,20,342.91
2024-11-21,I40,7201.06,21,342.91
2024-11-22,I40,7543.97,22,342.91
2024-11-23,I40,8915.6,26,342.91
2024-11-24,I40,5486.52,16,342.91
2024-11-25,I40,6172.34,18,342.91
2024-11-26,I40,6515.25,19,342.91
2024-11-27,I40,6858.15,20,342.91
2024-11-28,I40,7201.06,21,342.91
2024-11-29,I40,7543.97,22,342.91
2024-11-30,I40,8915.6,26,342.91
2024-12-01,I40,6806.88,17,400.4
2024-12-02,I40,7657.74,19,403.04
2024-12-03,I40,8083.17,20,404.16
2024-12-04,I40,8508.6,21,405.17
2024-12-05,I40,8934.03,22,406.09
2024-12-06,I40,9359.46,23,406.93
2024-12-07,I40,11061.18,27,409.67
2024-12-08,I40,6806.88,17,400.4
2024-12-09,I40,7657.74,19,403.04
2024-12-10,I40,8083.17,20,404.16
2024-12-11,I40,8508.6,21,405.17
2024-12-12,I40,8934.03,22,406.09
2024-12-13,I40,9359.46,23,406.93
2024-12-14,I40,11061.18,27,409.67
2024-12-15,I40,6806.88,17,400.4
2024-12-16,I40,7657.74,19,403.04
2024-12-17,I40,8083.17,20,404.16
2024-12-18,I40,8508.6,21,405.17
2024-12-19,I40,8934.03,22,406.09
2024-12-20,I40,9359.46,23,406.93
2024-12-21,I40,11061.18,27,409.67
2024-12-22,I40,6806.88,17,400.4
2024-12-23,I40,7657.74,19,403.04
2024-12-24,I40,8083.17,20,404.16
2024-12-25,I40,8508.6,21,405.17
2024-12-26,I40,8934.03,22,406.09
2024-12-27,I40,9359.46,23,406.93
2024-12-28,I40,11061.18,27,409.67
2024-12-29,I40,6806.88,17,400.4
2024-12-30,I40,7657.74,19,403.04
2024-12-31,I40,8083.17,20,404.16
2025-01-01,I40,6441.75,20,322.09
2025-01-02,I40,6763.84,21,322.09
2025-01-03,I40,7085.93,22,322.09
2025-01-04,I40,8374.28,26,322.09
2025-01-05,I40,5153.4,16,322.09
2025-01-06,I40,5797.58,18,322.09
2025-01-07,I40,6119.66,19,322.09
2025-01-08,I40,6441.75,20,322.09
2025-01-09,I40,6763.84,21,322.09
2025-01-10,I40,7085.93,22,322.09
2025-01-11,I40,8374.28,26,322.09
2025-01-12,I40,5153.4,16,322.09
2025-01-13,I40,5797.58,18,322.09
2025-01-14,I40,6119.66,19,322.09
2025-01-15,I40,6441.75,20,322.09
2025-01-16,I40,6763.84,21,322.09
2025-01-17,I40,7085.93,22,322.09
2025-01-18,I40,8374.28,26,322.09
2025-01-19,I40,5153.4,16,322.09
2025-01-20,I40,5797.58,18,322.09
2025-01-21,I40,6119.66,19,322.09
2025-01-22,I40,6441.75,20,322.09
2025-01-23,I40,6763.84,21,322.09
2025-01-24,I40,7085.93,22,322.09
2025-01-25,I40,8374.28,26,322.09
2025-01-26,I40,5153.4,16,322.09
2025-01-27,I40,5797.58,18,322.09
2025-01-28,I40,6119.66,19,322.09
2025-01-29,I40,6441.75,20,322.09
2025-01-30,I40,6763.84,21,322.09
2025-01-31,I40,7085.93,22,322.09
2025-02-01,I40,8289.01,26,318.81
2025-02-02,I40,5100.93,16,318.81
2025-02-03,I40,5738.54,18,318.81
2025-02-04,I40,6057.35,19,318.81
2025-02-05,I40,6376.16,20,318.81
2025-02-06,I40,6694.97,21,318.81
2025-02-07,I40,7013.78,22,318.81
2025-02-08,I40,8289.01,26,318.81
2025-02-09,I40,5100.93,16,318.81
2025-02-10,I40,5738.54,18,318.81
2025-02-11,I40,6057.35,19,318.81
2025-02-12,I40,6376.16,20,318.81
2025-02-13,I40,6694.97,21,318.81
2025-02-14,I40,7013.78,22,318.81
2025-02-15,I40,8289.01,26,318.81
2025-02-16,I40,5100.93,16,318.81
2025-02-17,I40,5738.54,18,318.81
2025-02-18,I40,6057.35,19,318.81
2025-02-19,I40,6376.16,20,318.81
2025-02-20,I40,6694.97,21,318.81
2025-02-21,I40,7013.78,22,318.81
2025-02-22,I40,8289.01,26,318.81
2025-02-23,I40,5100.93,16,318.81
2025-02-24,I40,5738.54,18,318.81
2025-02-25,I40,6057.35,19,318.81
2025-02-26,I40,6376.16,20,318.81
2025-02-27,I40,6694.97,21,318.81
2025-02-28,I40,7013.78,22,318.81
2025-03-01,I40,8728.64,27,323.28
2025-03-02,I40,5371.47,16,335.72
2025-03-03,I40,6042.91,19,318.05
2025-03-04,I40,6378.62,20,318.93
2025-03-05,I40,6714.34,21,319.73
2025-03-06,I40,7050.06,22,320.46
2025-03-07,I40,7385.77,23,321.12
2025-03-08,I40,8728.64,27,323.28
2025-03-09,I40,5371.47,16,335.72
2025-03-10,I40,6042.91,19,318.05
2025-03-11,I40,6378.62,20,318.93
2025-03-12,I40,6714.34,21,319.73
2025-03-13,I40,7050.06,22,320.46
2025-03-14,I40,7385.77,23,321.12
2025-03-15,I40,8728.64,27,323.28
2025-03-16,I40,5371.47,16,335.72
2025-03-17,I40,6042.91,19,318.05
2025-03-18,I40,6378.62,20,318.93
2025-03-19,I40,6714.34,21,319.73
2025-03-20,I40,7050.06,22,320.46
2025-03-21,I40,7385.77,23,321.12
2025-03-22,I40,8728.64,27,323.28
2025-03-23,I40,5371.47,16,335.72
2025-03-24,I40,6042.91,19,318.05
2025-03-25,I40,6378.62,20,318.93
2025-03-26,I40,6714.34,21,319.73
2025-03-27,I40,7050.06,22,320.46
2025-03-28,I40,7385.77,23,321.12
2025-03-29,I40,8728.64,27,323.28
2025-03-30,I40,5371.47,16,335.72
2025-03-31,I40,6042.91,19,318.05
2025-04-01,I40,6872.35,19,361.7
2025-04-02,I40,7234.05,20,361.7
2025-04-03,I40,7595.75,21,361.7
2025-04-04,I40,7957.45,22,361.7
2025-04-05,I40,9404.26,26,361.7
2025-04-06,I40,5787.24,16,361.7
2025-04-07,I40,6510.64,18,361.7
2025-04-08,I40,6872.35,19,361.7
2025-04-09,I40,7234.05,20,361.7
2025-04-10,I40,7595.75,21,361.7
2025-04-11,I40,7957.45,22,361.7
2025-04-12,I40,9404.26,26,361.7
2025-04-13,I40,5787.24,16,361.7
2025-04-14,I40,6510.64,18,361.7
2025-04-15,I40,6872.35,19,361.7
2025-04-16,I40,7234.05,20,361.7
2025-04-17,I40,7595.75,21,361.7
2025-04-18,I40,7957.45,22,361.7
2025-04-19,I40,9404.26,26,361.7
2025-04-20,I40,5787.24,16,361.7
2025-04-21,I40,6510.64,18,361.7
2025-04-22,I40,6872.35,19,361.7
2025-04-23,I40,7234.05,20,361.7
2025-04-24,I40,7595.75,21,361.7
2025-04-25,I40,7957.45,22,361.7
2025-04-26,I40,9404.26,26,361.7
2025-04-27,I40,5787.24,16,361.7
2025-04-28,I40,6510.64,18,361.7
2025-04-29,I40,6872.35,19,361.7
2025-04-30,I40,7234.05,20,361.7
2025-05-01,I40,6473.42,21,308.26
2025-05-02,I40,6781.68,22,308.26
2025-05-03,I40,8014.71,26,308.26
2025-05-04,I40,4932.13,16,308.26
2025-05-05,I40,5548.64,18,308.26
2025-05-06,I40,5856.9,19,308.26
2025-05-07,I40,6165.16,20,308.26
2025-05-08,I40,6473.42,21,308.26
2025-05-09,I40,6781.68,22,308.26
2025-05-10,I40,8014.71,26,308.26
2025-05-11,I40,4932.13,16,308.26
2025-05-12,I40,5548.64,18,308.26
2025-05-13,I40,5856.9,19,308.26
2025-05-14,I40,6165.16,20,308.26
2025-05-15,I40,6473.42,21,308.26
2025-05-16,I40,6781.68,22,308.26
2025-05-17,I40,8014.71,26,308.26
2025-05-18,I40,4932.13,16,308.26
2025-05-19,I40,5548.64,18,308.26
2025-05-20,I40,5856.9,19,308.26
2025-05-21,I40,6165.16,20,308.26
2025-05-22,I40,6473.42,21,308.26
2025-05-23,I40,6781.68,22,308.26
2025-05-24,I40,8014.71,26,308.26
2025-05-25,I40,4932.13,16,308.26
2025-05-26,I40,5548.64,18,308.26
2025-05-27,I40,5856.9,19,308.26
2025-05-28,I40,6165.16,20,308.26
2025-05-29,I40,6473.42,21,308.26
2025-05-30,I40,6781.68,22,308.26
2025-05-31,I40,8014.71,26,308.26
2025-06-01,I40,5077.85,16,317.37
2025-06-02,I40,5712.58,18,317.37
2025-06-03,I40,6029.95,19,317.37
2025-06-04,I40,6347.32,20,317.37
2025-06-05,I40,6664.68,21,317.37
2025-06-06,I40,6982.05,22,317.37
2025-06-07,I40,8251.51,26,317.37
2025-06-08,I40,5077.85,16,317.37
2025-06-09,I40,5712.58,18,317.37
2025-06-10,I40,6029.95,19,317.37
2025-06-11,I40,6347.32,20,317.37
2025-06-12,I40,6664.68,21,317.37
2025-06-13,I40,6982.05,22,317.37
2025-06-14,I40,8251.51,26,317.37
2025-06-15,I40,5077.85,16,317.37
2025-06-16,I40,5712.58,18,317.37
2025-06-17,I40,6029.95,19,317.37
2025-06-18,I40,6347.32,20,317.37
2025-06-19,I40,6664.68,21,317.37
2025-06-20,I40,6982.05,22,317.37
2025-06-21,I40,8251.51,26,317.37
2025-06-22,I40,5077.85,16,317.37
2025-06-23,I40,5712.58,18,317.37
2025-06-24,I40,6029.95,19,317.37
2025-06-25,I40,6347.32,20,317.37
2025-06-26,I40,6664.68,21,317.37
2025-06-27,I40,6982.05,22,317.37
2025-06-28,I40,8251.51,26,317.37
2025-06-29,I40,5077.85,16,317.37
2025-06-30,I40,5712.58,18,317.37
2025-07-01,I40,6540.23,20,327.01
2025-07-02,I40,6884.46,21,327.83
2025-07-03,I40,7228.68,22,328.58
2025-07-04,I40,7572.9,23,329.26
2025-07-05,I40,8949.79,27,331.47
2025-07-06,I40,5507.56,17,323.97
2025-07-07,I40,6196.01,19,326.11
2025-07-08,I40,6540.23,20,327.01
2025-07-09,I40,6884.46,21,327.83
2025-07-10,I40,7228.68,22,328.58
2025-07-11,I40,7572.9,23,329.26
2025-07-12,I40,8949.79,27,331.47
2025-07-13,I40,5507.56,17,323.97
2025-07-14,I40,6196.01,19,326.11
2025-07-15,I40,6540.23,20,327.01
2025-07-16,I40,6884.46,21,327.83
2025-07-17,I40,7228.68,22,328.58
2025-07-18,I40,7572.9,23,329.26
2025-07-19,I40,8949.79,27,331.47
2025-07-20,I40,5507.56,17,323.97
2025-07-21,I40,6196.01,19,326.11
2025-07-22,I40,6540.23,20,327.01
2025-07-23,I40,6884.46,21,327.83
2025-07-24,I40,7228.68,22,328.58
2025-07-25,I40,7572.9,23,329.26
2025-07-26,I40,8949.79,27,331.47
2025-07-27,I40,5507.56,17,323.97
2025-07-28,I40,6196.01,19,326.11
2025-07-29,I40,6540.23,20,327.01
2025-07-30,I40,6884.46,21,327.83
2025-07-31,I40,7228.68,22,328.58
2025-08-01,I40,7187.69,22,326.71
2025-08-02,I40,8494.54,26,326.71
2025-08-03,I40,5227.41,16,326.71
2025-08-04,I40,5880.83,18,326.71
2025-08-05,I40,6207.55,19,326.71
2025-08-06,I40,6534.26,20,326.71
2025-08-07,I40,6860.97,21,326.71
2025-08-08,I40,7187.69,22,326.71
2025-08-09,I40,8494.54,26,326.71
2025-08-10,I40,5227.41,16,326.71
2025-08-11,I40,5880.83,18,326.71
2025-08-12,I40,6207.55,19,326.71
2025-08-13,I40,6534.26,20,326.71
2025-08-14,I40,6860.97,21,326.71
2025-08-15,I40,7187.69,22,326.71
2025-08-16,I40,8494.54,26,326.71
2025-08-17,I40,5227.41,16,326.71
2025-08-18,I40,5880.83,18,326.71
2025-08-19,I40,6207.55,19,326.71
2025-08-20,I40,6534.26,20,326.71
2025-08-21,I40,6860.97,21,326.71
2025-08-22,I40,7187.69,22,326.71
2025-08-23,I40,8494.54,26,326.71
2025-08-24,I40,5227.41,16,326.71
2025-08-25,I40,5880.83,18,326.71
2025-08-26,I40,6207.55,19,326.71
2025-08-27,I40,6534.26,20,326.71
2025-08-28,I40,6860.97,21,326.71
2025-08-29,I40,7187.69,22,326.71
2025-08-30,I40,8494.54,26,326.71
2025-08-31,I40,5227.41,16,326.71
2025-09-01,I40,7084.03,19,372.84
2025-09-02,I40,7477.59,20,373.88
2025-09-03,I40,7871.14,21,374.82
2025-09-04,I40,8264.7,22,375.67
2025-09-05,I40,8658.26,23,376.45
2025-09-06,I40,10232.49,27,378.98
2025-09-07,I40,6296.92,17,370.41
2025-09-08,I40,7084.03,19,372.84
2025-09-09,I40,7477.59,20,373.88
2025-09-10,I40,7871.14,21,374.82
2025-09-11,I40,8264.7,22,375.67
2025-09-12,I40,8658.26,23,376.45
2025-09-13,I40,10232.49,27,378.98
2025-09-14,I40,6296.92,17,370.41
2025-09-15,I40,7084.03,19,372.84
2025-09-16,I40,7477.59,20,373.88
2025-09-17,I40,7871.14,21,374.82
2025-09-18,I40,8264.7,22,375.67
2025-09-19,I40,8658.26,23,376.45
2025-09-20,I40,10232.49,27,378.98
2025-09-21,I40,6296.92,17,370.41
2025-09-22,I40,7084.03,19,372.84
2025-09-23,I40,7477.59,20,373.88
2025-09-24,I40,7871.14,21,374.82
2025-09-25,I40,8264.7,22,375.67
2025-09-26,I40,8658.26,23,376.45
2025-09-27,I40,10232.49,27,378.98
2025-09-28,I40,6296.92,17,370.41
2025-09-29,I40,7084.03,19,372.84
2025-09-30,I40,7477.59,20,373.88
2025-10-01,I40,6309.81,20,315.49
2025-10-02,I40,6625.3,21,315.49
2025-10-03,I40,6940.79,22,315.49
2025-10-04,I40,8202.75,26,315.49
2025-10-05,I40,5047.84,16,315.49
2025-10-06,I40,5678.82,18,315.49
2025-10-07,I40,5994.32,19,315.49
2025-10-08,I40,6309.81,20,315.49
2025-10-09,I40,6625.3,21,315.49
2025-10-10,I40,6940.79,22,315.49
2025-10-11,I40,8202.75,26,315.49
2025-10-12,I40,5047.84,16,315.49
2025-10-13,I40,5678.82,18,315.49
2025-10-14,I40,5994.32,19,315.49
2025-10-15,I40,6309.81,20,315.49
2025-10-16,I40,6625.3,21,315.49
2025-10-17,I40,6940.79,22,315.49
2025-10-18,I40,8202.75,26,315.49
2025-10-19,I40,5047.84,16,315.49
2025-10-20,I40,5678.82,18,315.49
2025-10-21,I40,5994.32,19,315.49
2025-10-22,I40,6309.81,20,315.49
2025-10-23,I40,6625.3,21,315.49
2025-10-24,I40,6940.79,22,315.49
2025-10-25,I40,8202.75,26,315.49
2025-10-26,I40,5047.84,16,315.49
2025-10-27,I40,5678.82,18,315.49
2025-10-28,I40,5994.32,19,315.49
2025-10-29,I40,6309.81,20,315.49
2025-10-30,I40,6625.3,21,315.49
2025-10-31,I40,6940.79,22,315.49
2025-11-01,I40,8915.6,26,342.91
2025-11-02,I40,5486.52,16,342.91
2025-11-03,I40,6172.34,18,342.91
2025-11-04,I40,6515.25,19,342.91
2025-11-05,I40,6858.15,20,342.91
2025-11-06,I40,7201.06,21,342.91
2025-11-07,I40,7543.97,22,342.91
2025-11-08,I40,8915.6,26,342.91
2025-11-09,I40,5486.52,16,342.91
2025-11-10,I40,6172.34,18,342.91
2025-11-11,I40,6515.25,19,342.91
2025-11-12,I40,6858.15,20,342.91
2025-11-13,I40,7201.06,21,342.91
2025-11-14,I40,7543.97,22,342.91
2025-11-15,I40,8915.6,26,342.91
2025-11-16,I40,5486.52,16,342.91
2025-11-17,I40,6172.34,18,342.91
2025-11-18,I40,6515.25,19,342.91
2025-11-19,I40,6858.15,20,342.91
2025-11-20,I40,7201.06,21,342.91
2025-11-21,I40,7543.97,22,342.91
2025-11-22,I40,8915.6,26,342.91
2025-11-23,I40,5486.52,16,342.91
2025-11-24,I40,6172.34,18,342.91
2025-11-25,I40,6515.25,19,342.91
2025-11-26,I40,6858.15,20,342.91
2025-11-27,I40,7201.06,21,342.91
2025-11-28,I40,7543.97,22,342.91
2025-11-29,I40,8915.6,26,342.91
2025-11-30,I40,5486.52,16,342.91
2025-12-01,I40,7657.74,19,403.04
2025-12-02,I40,8083.17,20,404.16
2025-12-03,I40,8508.6,21,405.17
2025-12-04,I40,8934.03,22,406.09
2025-12-05,I40,9359.46,23,406.93
2025-12-06,I40,11061.18,27,409.67
2025-12-07,I40,6806.88,17,400.4
2025-12-08,I40,7657.74,19,403.04
2025-12-09,I40,8083.17,20,404.16
2025-12-10,I40,8508.6,21,405.17
2025-12-11,I40,8934.03,22,406.09
2025-12-12,I40,9359.46,23,406.93
2025-12-13,I40,11061.18,27,409.67
2025-12-14,I40,6806.88,17,400.4
2025-12-15,I40,7657.74,19,403.04
2025-12-16,I40,8083.17,20,404.16
2025-12-17,I40,8508.6,21,405.17
2025-12-18,I40,8934.03,22,406.09
2025-12-19,I40,9359.46,23,406.93
2025-12-20,I40,11061.18,27,409.67
2025-12-21,I40,6806.88,17,400.4
2025-12-22,I40,7657.74,19,403.04
2025-12-23,I40,8083.17,20,404.16
2025-12-24,I40,8508.6,21,405.17
2025-12-25,I40,8934.03,22,406.09
2025-12-26,I40,9359.46,23,406.93
2025-12-27,I40,11061.18,27,409.67
2025-12-28,I40,6806.88,17,400.4
2025-12-29,I40,7657.74,19,403.04
2025-12-30,I40,8083.17,20,404.16
2025-12-31,I40,8508.6,21,405.17
2026-01-01,I40,6763.84,21,322.09
2026-01-02,I40,7085.93,22,322.09
2026-01-03,I40,8374.28,26,322.09
2026-01-04,I40,5153.4,16,322.09
2026-01-05,I40,5797.58,18,322.09
2026-01-06,I40,6119.66,19,322.09
2026-01-07,I40,6441.75,20,322.09
2026-01-08,I40,6763.84,21,322.09
2026-01-09,I40,7085.93,22,322.09
2026-01-10,I40,8374.28,26,322.09
2026-01-11,I40,5153.4,16,322.09
2026-01-12,I40,5797.58,18,322.09
2026-01-13,I40,6119.66,19,322.09
2026-01-14,I40,6441.75,20,322.09
2026-01-15,I40,6763.84,21,322.09
2026-01-16,I40,7085.93,22,322.09
2026-01-17,I40,8374.28,26,322.09
2026-01-18,I40,5153.4,16,322.09
2026-01-19,I40,5797.58,18,322.09
2026-01-20,I40,6119.66,19,322.09
2026-01-21,I40,6441.75,20,322.09
2026-01-22,I40,6763.84,21,322.09
2026-01-23,I40,7085.93,22,322.09
2026-01-24,I40,8374.28,26,322.09
2026-01-25,I40,5153.4,16,322.09
2026-01-26,I40,5797.58,18,322.09
2026-01-27,I40,6119.66,19,322.09
2026-01-28,I40,6441.75,20,322.09
2026-01-29,I40,6763.84,21,322.09
2026-01-30,I40,7085.93,22,322.09
2026-01-31,I40,8374.28,26,322.09
2026-02-01,I40,5100.93,16,318.81
2026-02-02,I40,5738.54,18,318.81
2026-02-03,I40,6057.35,19,318.81
2026-02-04,I40,6376.16,20,318.81
2026-02-05,I40,6694.97,21,318.81
2026-02-06,I40,7013.78,22,318.81
2026-02-07,I40,8289.01,26,318.81
2026-02-08,I40,5100.93,16,318.81
2026-02-09,I40,5738.54,18,318.81
2026-02-10,I40,6057.35,19,318.81
2026-02-11,I40,6376.16,20,318.81
2026-02-12,I40,6694.97,21,318.81
2026-02-13,I40,7013.78,22,318.81
2026-02-14,I40,8289.01,26,318.81
2026-02-15,I40,5100.93,16,318.81
2026-02-16,I40,5738.54,18,318.81
2026-02-17,I40,6057.35,19,318.81
2026-02-18,I40,6376.16,20,318.81
2026-02-19,I40,6694.97,21,318.81
2026-02-20,I40,7013.78,22,318.81
2026-02-21,I40,8289.01,26,318.81
2026-02-22,I40,5100.93,16,318.81
2026-02-23,I40,5738.54,18,318.81
2026-02-24,I40,6057.35,19,318.81
2026-02-25,I40,6376.16,20,318.81
2026-02-26,I40,6694.97,21,318.81
2026-02-27,I40,7013.78,22,318.81
2026-02-28,I40,8289.01,26,318.81
2026-03-01,I40,5371.47,16,335.72
2026-03-02,I40,6042.91,19,318.05
2026-03-03,I40,6378.62,20,318.93
2026-03-04,I40,6714.34,21,319.73
2026-03-05,I40,7050.06,22,320.46
2026-03-06,I40,7385.77,23,321.12
2026-03-07,I40,8728.64,27,323.28
2026-03-08,I40,5371.47,16,335.72
2026-03-09,I40,6042.91,19,318.05
2026-03-10,I40,6378.62,20,318.93
2026-03-11,I40,6714.34,21,319.73
2026-03-12,I40,7050.06,22,320.46
2026-03-13,I40,7385.77,23,321.12
2026-03-14,I40,8728.64,27,323.28
2026-03-15,I40,5371.47,16,335.72
2026-03-16,I40,6042.91,19,318.05
2026-03-17,I40,6378.62,20,318.93
2026-03-18,I40,6714.34,21,319.73
2026-03-19,I40,7050.06,22,320.46
2026-03-20,I40,7385.77,23,321.12
2026-03-21,I40,8728.64,27,323.28
2026-03-22,I40,5371.47,16,335.72
2026-03-23,I40,6042.91,19,318.05
2026-03-24,I40,6378.62,20,318.93
2026-03-25,I40,6714.34,21,319.73
2026-03-26,I40,7050.06,22,320.46
2026-03-27,I40,7385.77,23,321.12
2026-03-28,I40,8728.64,27,323.28
2026-03-29,I40,5371.47,16,335.72
2026-03-30,I40,6042.91,19,318.05
2026-03-31,I40,6378.62,20,318.93
2023-01-01,I42,4158.41,15,277.23
2023-01-02,I42,4678.22,17,275.19
2023-01-03,I42,4938.12,18,274.34
2023-01-04,I42,5198.02,19,273.58
2023-01-05,I42,5457.92,20,272.9
2023-01-06,I42,5717.82,20,285.89
2023-01-07,I42,6757.42,24,281.56
2023-01-08,I42,4158.41,15,277.23
2023-01-09,I42,4678.22,17,275.19
2023-01-10,I42,4938.12,18,274.34
2023-01-11,I42,5198.02,19,273.58
2023-01-12,I42,5457.92,20,272.9
2023-01-13,I42,5717.82,20,285.89
2023-01-14,I42,6757.42,24,281.56
2023-01-15,I42,4158.41,15,277.23
2023-01-16,I42,4678.22,17,275.19
2023-01-17,I42,4938.12,18,274.34
2023-01-18,I42,5198.02,19,273.58
2023-01-19,I42,5457.92,20,272.9
2023-01-20,I42,5717.82,20,285.89
2023-01-21,I42,6757.42,24,281.56
2023-01-22,I42,4158.41,15,277.23
2023-01-23,I42,4678.22,17,275.19
2023-01-24,I42,4938.12,18,274.34
2023-01-25,I42,5198.02,19,273.58
2023-01-26,I42,5457.92,20,272.9
2023-01-27,I42,5717.82,20,285.89
2023-01-28,I42,6757.42,24,281.56
2023-01-29,I42,4158.41,15,277.23
2023-01-30,I42,4678.22,17,275.19
2023-01-31,I42,4938.12,18,274.34
2023-02-01,I42,5122.7,19,269.62
2023-02-02,I42,5378.84,19,283.1
2023-02-03,I42,5634.97,20,281.75
2023-02-04,I42,6659.51,24,277.48
2023-02-05,I42,4098.16,15,273.21
2023-02-06,I42,4610.43,17,271.2
2023-02-07,I42,4866.57,18,270.37
2023-02-08,I42,5122.7,19,269.62
2023-02-09,I42,5378.84,19,283.1
2023-02-10,I42,5634.97,20,281.75
2023-02-11,I42,6659.51,24,277.48
2023-02-12,I42,4098.16,15,273.21
2023-02-13,I42,4610.43,17,271.2
2023-02-14,I42,4866.57,18,270.37
2023-02-15,I42,5122.7,19,269.62
2023-02-16,I42,5378.84,19,283.1
2023-02-17,I42,5634.97,20,281.75
2023-02-18,I42,6659.51,24,277.48
2023-02-19,I42,4098.16,15,273.21
2023-02-20,I42,4610.43,17,271.2
2023-02-21,I42,4866.57,18,270.37
2023-02-22,I42,5122.7,19,269.62
2023-02-23,I42,5378.84,19,283.1
2023-02-24,I42,5634.97,20,281.75
2023-02-25,I42,6659.51,24,277.48
2023-02-26,I42,4098.16,15,273.21
2023-02-27,I42,4610.43,17,271.2
2023-02-28,I42,4866.57,18,270.37
2023-03-01,I42,5242.53,19,275.92
2023-03-02,I42,5504.65,20,275.23
2023-03-03,I42,5766.78,21,274.61
2023-03-04,I42,6815.29,25,272.61
2023-03-05,I42,4194.02,15,279.6
2023-03-06,I42,4718.28,17,277.55
2023-03-07,I42,4980.4,18,276.69
2023-03-08,I42,5242.53,19,275.92
2023-03-09,I42,5504.65,20,275.23
2023-03-10,I42,5766.78,21,274.61
2023-03-11,I42,6815.29,25,272.61
2023-03-12,I42,4194.02,15,279.6
2023-03-13,I42,4718.28,17,277.55
2023-03-14,I42,4980.4,18,276.69
2023-03-15,I42,5242.53,19,275.92
2023-03-16,I42,5504.65,20,275.23
2023-03-17,I42,5766.78,21,274.61
2023-03-18,I42,6815.29,25,272.61
2023-03-19,I42,4194.02,15,279.6
2023-03-20,I42,4718.28,17,277.55
2023-03-21,I42,4980.4,18,276.69
2023-03-22,I42,5242.53,19,275.92
2023-03-23,I42,5504.65,20,275.23
2023-03-24,I42,5766.78,21,274.61
2023-03-25,I42,6815.29,25,272.61
2023-03-26,I42,4194.02,15,279.6
2023-03-27,I42,4718.28,17,277.55
2023-03-28,I42,4980.4,18,276.69
2023-03-29,I42,5242.53,19,275.92
2023-03-30,I42,5504.65,20,275.23
2023-03-31,I42,5766.78,21,274.61
2023-04-01,I42,7038.48,24,293.27
2023-04-02,I42,4331.37,15,288.76
2023-04-03,I42,4872.79,17,286.63
2023-04-04,I42,5143.5,18,285.75
2023-04-05,I42,5414.21,19,284.96
2023-04-06,I42,5684.93,20,284.25
2023-04-07,I42,5955.64,21,283.6
2023-04-08,I42,7038.48,24,293.27
2023-04-09,I42,4331.37,15,288.76
2023-04-10,I42,4872.79,17,286.63
2023-04-11,I42,5143.5,18,285.75
2023-04-12,I42,5414.21,19,284.96
2023-04-13,I42,5684.93,20,284.25
2023-04-14,I42,5955.64,21,283.6
2023-04-15,I42,7038.48,24,293.27
2023-04-16,I42,4331.37,15,288.76
2023-04-17,I42,4872.79,17,286.63
2023-04-18,I42,5143.5,18,285.75
2023-04-19,I42,5414.21,19,284.96
2023-04-20,I42,5684.93,20,284.25
2023-04-21,I42,5955.64,21,283.6
2023-04-22,I42,7038.48,24,293.27
2023-04-23,I42,4331.37,15,288.76
2023-04-24,I42,4872.79,17,286.63
2023-04-25,I42,5143.5,18,285.75
2023-04-26,I42,5414.21,19,284.96
2023-04-27,I42,5684.93,20,284.25
2023-04-28,I42,5955.64,21,283.6
2023-04-29,I42,7038.48,24,293.27
2023-04-30,I42,4331.37,15,288.76
2023-05-01,I42,4462.58,17,262.5
2023-05-02,I42,4710.5,17,277.09
2023-05-03,I42,4958.42,18,275.47
