CD_DIST;NOM_DIST;ADRESSE;VILLE;TEL;FAX;RESPONSABLE;INTERNE_EXTERNE;CD_STATUT;DATE_STATUT;DATE_CREA;OBSERVATIONS;CODE_BAR_PTV;MAT_FISCAL;NUM_COMPT;SOLDE;DAT_MAJ;COD_USER;COD_PDV;JOURNAL;CLE;CENT_REP;CODE_ENTITE_PERE;CODE_TYPE_ENTITE;EMAIL
T02;Boutique VIRTUELLE;TUNIS;TUNIS;;;;I;A;11/17/2014 16:46:38;11/17/2014 16:46:38;;9084;;9084;;11/17/2014 16:46:38;1554;9084;T 02;86;N;1;3;
I55;Boutique FR DOUZ;TUNIS;TUNIS;;;;F;A;12/18/2014 10:00:05;12/18/2014 10:00:05;;9085;;9085;;04/01/2015 12:39:41;1554;9085;I55;87;N;7;3;
I56;Boutique FR ELMOUROUJ 6;TUNIS;TUNIS;;;;F;A;01/15/2015 11:06:58;01/15/2015 11:06:58;;9086;;9086;;01/15/2015 11:06:58;1554;9086;I56;88;N;4;3;
I97;FR KSOUR ESSEF;FR KSOUR ESSEF;FR KSOUR ESSEF;;;;F;A;03/02/2016 09:52:21;03/02/2016 09:52:21;;9130;;9130;;03/02/2016 09:52:21;0551;9130;I97;132;N;5;2;
I98;FR CAB;FR CAB;FR CAB;;;;F;A;03/08/2016 17:25:12;03/08/2016 17:25:12;;9131;;9131;;03/08/2016 17:25:12;0551;9131;I98;133;N;2;2;
S18;FR METLAOUI;FR METLAOUI;FR METLAOUI;;;;F;A;01/16/2017 17:22:33;01/16/2017 17:22:33;;9149;;9149;;01/16/2017 17:22:33;0551;9149;S18;151;N;7;2;
S21;FR MSAKEN-2;FR MSAKEN-2;FR MSAKEN-2;;;;F;A;01/16/2017 17:30:23;01/16/2017 17:30:23;;9150;;9150;;01/16/2017 17:30:23;0551;9150;S21;152;N;5;3;
S19;ZARZIS EL MOUENSA;ZARZIS EL MOUENSA;ZARZIS EL MOUENSA;;;;F;A;01/18/2017 11:23:44;01/18/2017 11:23:44;;9151;;9151;;01/18/2017 11:23:44;0551;9151;S19;153;N;6;3;
S20;FR SOLIMAN;FR SOLIMAN;FR SOLIMAN;;;;F;A;01/18/2017 11:42:11;01/18/2017 11:42:11;;9152;;9152;;01/18/2017 11:42:11;0551;9152;S20;154;N;8;2;
S26;FR MHAMDIA;FR MHAMDIA;FR MHAMDIA;;;;F;A;06/15/2017 11:45:56;06/15/2017 11:45:56;;9162;;9162;;06/15/2017 11:45:56;0551;9162;S26;164;N;4;3;
F00;FR AUTRUI;FR AUTRUI;FR AUTRUI;;;;F;A;09/19/2018 15:46:24;09/19/2018 15:46:24;;9164;;9164;;09/19/2018 15:46:24;0551;9164;F00;166;N;6;3;
I48;Boutique CHARGUIA 2;TUNIS;TUNIS;;;;F;A;12/11/2013 09:41:20;12/11/2013 09:41:20;;9076;;9076;;03/25/2015 09:58:44;1554;9076;I48;78;N;1;3;
I53;Boutique SAKIET EZZIT;TUNIS;TUNIS;;;;F;A;06/10/2014 17:02:20;06/10/2014 17:02:20;;9081;;9081;;04/01/2015 12:40:58;1554;9081;I53;83;N;7;3;
M27;Boutique SOUSSE BOUJAAFAR;TUNIS;TUNIS;;;;I;A;06/10/2014 17:35:25;06/10/2014 17:35:25;;9082;;9082;;04/01/2015 12:40:58;1554;9082;360;84;N;5;3;
G02;CENTRE CORPORATE SFAX;SFAX;SFAX;;;;F;A;01/29/2015 09:55:03;01/29/2015 09:55:03;;9087;;9087;;01/29/2015 09:55:03;1554;9087;370;89;N;1;3;
I57;Boutique FR GROMBALIA;TUNIS;TUNIS;;;;F;A;02/26/2015 10:42:16;02/26/2015 10:42:16;;9088;;9088;;02/26/2015 10:42:16;1554;9088;I57;90;N;8;3;
I58;Boutique FR HAMMAMET 2;TUNIS;TUNIS;;;;F;A;05/20/2015 10:09:55;05/20/2015 10:09:55;;9090;;9090;;05/20/2015 10:09:55;1554;9090;I58;92;N;8;3;
I59;Boutique FR RADES;TUNIS;TUNIS;;;;F;A;05/20/2015 10:58:37;05/20/2015 10:58:37;;9091;;9091;;05/20/2015 10:58:37;1554;9091;I59;93;N;4;3;
I60;Boutique FR MIDOUN;TUNIS;TUNIS;;;;F;A;05/20/2015 11:11:26;05/20/2015 11:11:26;;9092;;9092;;05/20/2015 11:11:26;1554;9092;I60;94;N;6;3;
I61;Boutique FR FOUCHANA;FOUCHANA;FOUCHANA;;;;F;A;08/18/2015 13:26:33;08/18/2015 13:26:33;;9093;;9093;;08/18/2015 13:26:33;0551;9093;I61;95;N;4;3;
I72;FR CITE EL KHADHRA;TUNIS;TUNIS;;;;F;A;11/16/2015 09:46:41;11/16/2015 09:46:41;;9104;;9104;;11/16/2015 09:46:41;0551;9104;I72;106;N;9;3;
I73;FR BEN AROUS AV HABIB BOURGUIBA ;TUNIS;TUNIS;;;;F;A;11/16/2015 10:00:43;11/16/2015 10:00:43;;9105;;9105;;11/16/2015 10:00:43;0551;9105;I73;107;N;4;3;
I74;FR CARREFOUR GABES;GABES;GABES;;;;F;A;11/16/2015 11:16:51;11/16/2015 11:16:51;;9106;;9106;;11/16/2015 11:16:51;0551;9106;I74;108;N;6;3;
I75;FR BORJ LOUZIR;ARIANA;ARIANA;;;;F;A;11/16/2015 16:37:50;11/16/2015 16:37:50;;9107;;9107;;11/16/2015 16:37:50;0551;9107;I75;109;N;1;3;
I76;FR AIN ZAGHOUANE;MARSA;MARSA;;;;F;A;11/16/2015 16:59:10;11/16/2015 16:59:10;;9108;;9108;;11/16/2015 16:59:10;0551;9108;I76;110;N;9;3;
I77;FR KORBA;NABEUL;NABEUL;;;;F;A;11/16/2015 17:07:06;11/16/2015 17:07:06;;9109;;9109;;11/16/2015 17:07:06;0551;9109;I77;111;N;8;3;
I86;FR DAR CHAABANE;DAR CHAABANE;DAR CHAABANE;;;;F;A;01/12/2016 09:47:48;01/12/2016 09:47:48;;9119;;9119;;01/12/2016 09:47:48;0551;9119;I86;121;N;8;2;
I87;FR BENI KHALLED ;BENI KHALLED ;BENI KHALLED ;;;;F;A;01/12/2016 10:14:03;01/12/2016 10:14:03;;9120;;9120;;01/12/2016 10:14:03;0551;9120;I87;122;N;8;2;
I88;FR EL JEM ;FR EL JEM ;FR EL JEM ;;;;F;A;01/12/2016 10:31:14;01/12/2016 10:31:14;;9121;;9121;;01/12/2016 10:31:14;0551;9121;I88;123;N;5;2;
I89;FR EL MANAR1;FR EL MANAR1;FR EL MANAR1;;;;F;A;01/12/2016 12:27:53;01/12/2016 12:27:53;;9122;;9122;;01/12/2016 12:27:53;0551;9122;I89;124;N;1;2;
I90;FR EL MANAR2 ;FR EL MANAR2 ;FR EL MANAR2 ;;;;F;A;01/12/2016 14:12:30;01/12/2016 14:12:30;;9123;;9123;;01/12/2016 14:12:30;0551;9123;I90;125;N;1;2;
I91;FR GAFSA CITE ENNOUR;FR GAFSA CITE ENNOUR;FR GAFSA CITE ENNOUR;;;;F;A;01/12/2016 14:23:39;01/12/2016 14:23:39;;9124;;9124;;01/12/2016 14:23:39;0551;9124;I91;126;N;7;2;
I92;FR NABEUL Av HABIB BOURGUIBA;FR NABEUL Av HABIB BOURGUIBA;FR NABEUL Av HABIB BOURGUIBA;;;;F;A;01/12/2016 14:29:31;01/12/2016 14:29:31;;9125;;9125;;01/12/2016 14:29:31;0551;9125;I92;127;N;8;2;
I93;FR BEN GUERDANE;FR BEN GUERDANE;FR BEN GUERDANE;;;;F;A;01/12/2016 14:57:33;01/12/2016 14:57:33;;9126;;9126;;01/12/2016 14:57:33;0551;9126;I93;128;N;6;2;
I94;FR Box Djerba;FR Box Djerba;FR Box Djerba;;;;F;A;01/12/2016 15:07:33;01/12/2016 15:07:33;;9127;;9127;;01/12/2016 15:07:33;0551;9127;I94;129;N;6;2;
I96;FR DOUAR HICHER;FR DOUAR HICHER;FR DOUAR HICHER;;;;F;A;02/18/2016 23:51:45;02/18/2016 23:51:45;;9129;;9129;;02/18/2016 23:51:45;0551;9129;I96;131;N;3;2;
I99;FR EL FAHS;FR EL FAHS;FR EL FAHS;;;;F;A;04/11/2016 22:07:53;04/11/2016 22:07:53;;9132;;9132;;04/11/2016 22:07:53;0551;9132;I99;134;N;4;2;
S03;FR EL BIRKA;FR EL BIRKA;FR EL BIRKA;;;;F;A;04/11/2016 22:37:28;04/11/2016 22:37:28;;9134;;9134;;04/11/2016 22:37:28;0551;9134;S03;136;N;2;2;
S12;FR ENNASR2;FR ENNASR2;FR ENNASR2;;;;F;A;06/03/2016 02:20:42;06/03/2016 02:20:42;;9138;;9138;;06/03/2016 02:20:42;0551;9138;S12;140;N;1;3;
S16;FR KASSERINE CITE ENNOUR;FR KASSERINE CITE ENNOUR;FR KASSERINE CITE ENNOUR;;;;F;A;11/14/2016 12:34:01;11/14/2016 12:34:01;;9147;;9147;;11/14/2016 12:34:01;0551;9147;S16;149;N;7;2;
S04;FR TABARKA;FR TABARKA;FR TABARKA;;;;F;A;04/11/2016 22:43:34;04/11/2016 22:43:34;;9135;;9135;;04/11/2016 22:43:34;0551;9135;S04;137;N;3;2;
S17;FR AVENUE HEDI CHAKER;FR AVENUE HEDI CHAKER;FR AVENUE HEDI CHAKER;;;;F;A;11/21/2016 15:30:47;11/21/2016 15:30:47;;9148;;9148;;11/21/2016 15:30:47;0551;9148;S17;150;N;2;3;
S06;FR IBN KHALDOUN;FR IBN KHALDOUN;FR IBN KHALDOUN;;;;F;A;06/03/2016 01:02:43;06/03/2016 01:02:43;;9137;;9137;;06/03/2016 01:02:43;0551;9137;S06;139;N;3;2;
S24;FR SALAMBO;FR SALAMBO;FR SALAMBO;;;;F;A;04/10/2017 17:37:49;04/10/2017 17:37:49;;9158;;9158;;04/10/2017 17:37:49;0551;9158;S24;160;N;9;3;
T04;Boutique VIRTUELLE SWAP;TUNIS;TUNIS;;;;I;A;12/16/2016 17:04:01;12/16/2016 17:04:01;;0000;;0000;;12/16/2016 17:04:01;1554;0000;000;00;N;1;3;
T06;Boutique Eshop;Boutique Eshop;Boutique Eshop;;;;F;A;05/12/2017 15:38:36;05/12/2017 15:38:36;;9160;;9160;;05/12/2017 15:38:36;0551;9160;T06;162;N;2;3;
S27;FR BOURGO MALL;FR BOURGO MALL;FR BOURGO MALL;;;;F;A;05/14/2018 09:57:03;05/14/2018 09:57:03;;9163;;9163;;05/14/2018 09:57:03;0551;9163;S27;165;N;6;3;
I47;Boutique MNARET HAMMAMET;TUNIS;TUNIS;;;;F;A;11/13/2013 10:01:17;11/13/2013 10:01:17;;9075;;9075;;03/25/2015 09:59:58;1554;9075;I47;77;N;8;3;
I50;Boutique JAMMEL;TUNIS;TUNIS;;;;F;A;04/03/2014 10:42:33;04/03/2014 10:42:33;;9078;;9078;;04/01/2015 12:40:57;1554;9078;I50;80;N;5;3;
I51;Boutique CITE ERRIADH LA MARSA;TUNIS;TUNIS;;;;F;A;05/09/2014 14:42:12;05/09/2014 14:42:12;;9079;;9079;;03/25/2015 09:59:58;1554;9079;I51;81;N;2;3;
I54;Boutique RUE DE LA GARE;TUNIS;TUNIS;;;;F;A;11/07/2014 16:22:42;11/07/2014 16:22:42;;9083;;9083;;11/07/2014 16:22:42;1554;9083;I54;85;N;2;3;
T03;Boutique VIRTUELLE VID;TUNIS;TUNIS;;;;F;A;03/10/2015 14:47:55;03/10/2015 14:47:55;;9089;;9089;;03/10/2015 14:47:55;1554;9089;T03;91;N;1;3;
I66;FR MONASTIR Av 18 JANVIER;MONASTIR;MONASTIR;;;;F;A;11/09/2015 16:16:09;11/09/2015 16:16:09;;9098;;9098;;11/09/2015 16:16:09;0551;9098;I66;100;N;5;3;
I67;FR SOUSSE SENGHOR;SOUSSE;SOUSSE;;;;F;A;11/10/2015 11:56:12;11/10/2015 11:56:12;;9099;;9099;;11/10/2015 11:56:12;0551;9099;I67;101;N;5;3;
I68;FR SOUSSE SAHLOUL;SOUSSE;SOUSSE;;;;F;A;11/10/2015 12:04:20;11/10/2015 12:04:20;;9100;;9100;;11/10/2015 12:04:20;0551;9100;I68;102;N;5;3;
I69;FR OUARDIA;OUARDIA;OUARDIA;;;;F;A;11/10/2015 12:12:07;11/10/2015 12:12:07;;9101;;9101;;11/10/2015 12:12:07;0551;9101;I69;103;N;4;3;
I70;FR SOUSSE KANTAOUI;KANTAOUI;KANTAOUI;;;;F;A;11/10/2015 12:20:46;11/10/2015 12:20:46;;9102;;9102;;11/10/2015 12:20:46;0551;9102;I70;104;N;5;3;
I71;FR SFAX ROUTE MAHDIA;SFAX;SFAX;;;;F;A;11/10/2015 14:37:51;11/10/2015 14:37:51;;9103;;9103;;11/10/2015 14:37:51;0551;9103;I71;105;N;7;3;
I78;FR BAB SIDI ABDESSALEM;TUNIS;TUNIS;;;;F;A;12/06/2015 20:00:06;12/06/2015 20:00:06;;9110;;9110;;12/06/2015 20:00:06;0551;9110;I78;112;N;2;3;
I79;FR ZARZOUNA;TUNIS;TUNIS;;;;F;A;12/06/2015 20:37:24;12/06/2015 20:37:24;;9111;;9111;;12/06/2015 20:37:24;0551;9111;I79;113;N;9;3;
I80;FR SFAX ROUTE EL AIN;TUNIS;TUNIS;;;;F;A;12/06/2015 20:56:13;12/06/2015 20:56:13;;9112;;9112;;12/06/2015 20:56:13;0551;9112;I80;114;N;6;3;
I81;FR SFAX MENZEL CHAKER;SFAX;SFAX;;;;F;A;12/07/2015 10:13:21;12/07/2015 10:13:21;;9113;;9113;;12/07/2015 10:13:21;0551;9113;I81;115;N;7;3;
I82;FR MOKNINE;MOKNINE;MOKNINE;;;;F;A;12/07/2015 10:37:54;12/07/2015 10:37:54;;9114;;9114;;12/07/2015 10:37:54;0551;9114;I82;116;N;5;3;
I83;FR MENZEL TEMIME;MENZEL TEMIME;NABEUL;;;;F;A;12/07/2015 12:33:44;12/07/2015 12:33:44;;9115;;9115;;12/07/2015 12:33:44;0551;9115;I83;117;N;8;3;
I84;FR MENZEH6-2;TUNIS;TUNIS;;;;F;A;12/07/2015 12:42:47;12/07/2015 12:42:47;;9116;;9116;;12/07/2015 12:42:47;0551;9116;I84;118;N;1;3;
I85;FR MATEUR;MATEUR;MATEUR;;;;F;A;12/07/2015 14:25:59;12/07/2015 14:25:59;;9117;;9117;;12/07/2015 14:25:59;0551;9117;I85;119;N;9;3;
I95;FR Rue Algérie;FR Rue Algérie;FR Rue Algérie;;;;F;A;02/11/2016 15:10:53;02/11/2016 15:10:53;;9128;;9128;;02/11/2016 15:10:53;0551;9128;I95;130;N;2;2;
S13;FR BOUHAJLA;FR BOUHAJLA;FR BOUHAJLA;;;;F;A;09/19/2016 15:19:11;09/19/2016 15:19:11;;9144;;9144;;09/19/2016 15:19:11;0551;9144;S13;146;N;8;2;
S14;FR MAHDIA AV 2 MARS;FR MAHDIA AV 2 MARS;FR MAHDIA AV 2 MARS;;;;F;A;09/19/2016 17:29:02;09/19/2016 17:29:02;;9145;;9145;;09/19/2016 17:29:02;0551;9145;S14;147;N;5;2;
S15;FR MEDENINE AV 2 MAI;FR MEDENINE AV 2 MAI;FR MEDENINE AV 2 MAI;;;;F;A;09/20/2016 09:55:12;09/20/2016 09:55:12;;9146;;9146;;09/20/2016 09:55:12;0551;9146;S15;148;N;6;2;
DMK;Boutique DMK;Boutique DMK;Boutique DMK;;;;F;A;02/14/2017 11:13:49;02/14/2017 11:13:49;;9153;;9153;;02/14/2017 11:13:49;0551;9153;DMK;155;N;4;2;
OAC;Boutique OACA;Boutique OACA;Boutique OACA;;;;F;A;02/14/2017 11:23:10;02/14/2017 11:23:10;;9154;;9154;;02/14/2017 11:23:10;0551;9154;OAC;156;N;4;2;
T07;Boutique Virtuelle CPM;Boutique Virtuelle CPM;Boutique Virtuelle CPM;;;;F;A;06/05/2017 09:56:05;06/05/2017 09:56:05;;9161;;9161;;06/05/2017 09:56:05;0551;9161;T07;163;N;2;3;
T10;FR MARETH LITE;FR MARETH;FR MARETH;;;;F;A;06/15/2022 08:52:21;06/15/2022 08:52:21;;9174;;9174;;06/15/2022 08:52:21;0551;9174;T10;176;N;6;3;
S38;FR EL HAMMA;FR EL HAMMA;FR EL HAMMA;;;;F;A;07/05/2022 15:14:17;07/05/2022 15:14:17;;9179;;9179;;07/05/2022 15:14:17;0551;9179;S38;181;N;6;3;
S35;FR SAHLINE;FR SAHLINE;FR SAHLINE;;;;F;A;05/30/2022 15:17:54;05/30/2022 15:17:54;;9172;;9172;;05/30/2022 15:17:54;0551;9172;S35;174;N;5;2;
