COD_PROD;DES_PROD;COD_GROUP;COD_FAM;COD_SFAM;COMPOSER;PA_HT;PA_TTC;VAL_MARGE;TX_MARGE;PV_HT;TX_TVA;MNT_TVA;PV_TTC;SITUATION;QTE_MIN;QTE_MAX;VENDABLE;LIVRABLE;TYPE_PROD;VALORISABLE;LIB_FACT;REDEVANCE;TX_REMISE;NUM_COMPT;NUM_COMPT_REM;SERIALISABLE;DEPOT_VENTE;FICHE_VENTE;ID_CLIENT;NUM_APPEL;DAT_MAJ;COD_USER;VALORISATION;TX_TIMBRE_RECHARGE;FLAG_LP;INTERNE;DES_WEB;FLAG_ESHOP;LP_CORPO;PV_HT_ESHOP;FLAG_3G;ACTIF;GAMME;GAMME_DASH_ID;FAMILLE_DASH_ID;FLAG_4G;OUTLET;FLAG_AFFICHER_RESERV;DAT_OUTLET;ORDRE;INFO_TIMBRE;FLAG_5G;EOL
5020566;PORTABLE SAMSUNG S5660 GALAXY GIO;50;20;566;N;331;;;;361;19;68;429;N;;;O;O;R;O;PORTABLE SAMSUNG S5660 GALAXY GIO;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:28;1269;;0;O;O;SAMSUNG S5660 Galaxy Gio;O;O;364;O;O;11;;;;N;;;;;;N
5030013;PORTABLE NOKIA N9;50;30;013;N;907;;;;671;19;128;799;N;;;O;O;R;O;PORTABLE NOKIA N9;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:28;1269;;0;O;O;NOKIA N9;O;O;677;O;O;11;12;8;;N;;;;;;N
5060016;PORTABLE MOTOROLA DEFY +;50;60;016;N;;;;;461;19;88;549;N;;;O;O;R;O;PORTABLE MOTOROLA DEFY +;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:28;1269;;0;N;N;MOTOROLA DEFY +;O;N;465;N;N;11;;;;N;;;;;;N
8830710;ADSL Pro 20 Méga Wifi 3 mois;88;30;710;N;;;;;237;12;28;265;;;;O;N;R;O;ADSL Pro 20 Méga Wifi 3 mois;0;0;;4719000;N;N;N;;N;02/18/2026 11:31:17;0551;;0;N;N;;N;N;;N;O;1;;;;N;;;;N;;N
8830711;ADSL Pro 20 Méga Wifi 6 mois;88;30;711;N;;;;;474;12;57;531;;;;O;N;R;O;ADSL Pro 20 Méga Wifi 6 mois;0;0;;4719000;N;N;N;;N;02/18/2026 11:31:17;0551;;0;N;N;;N;N;;N;O;1;;;;N;;;;N;;N
5040228;PORTABLE ALCATEL OT-228;50;40;228;N;26;;;;17;19;3;20;N;;;O;O;R;O;PORTABLE ALCATEL OT-228;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:28;1269;;0;N;O;ALCATEL OT-228;O;N;17;N;O;11;12;8;;N;;;;;;N
5017932;PORTABLE BB 9320 QWERTY;50;17;932;N;488;;;;537;19;102;639;N;;;O;O;R;O;PORTABLE BB 9320 QWERTY;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:28;3435;;0;O;O;BB 9320 QWERTY;N;O;537;N;N;11;;;N;O;;;;;;N
5055586;PORTABLE MOBILE WIFI E586;50;55;586;N;99;;;;130;7;9;139;N;;;O;O;R;O;PORTABLE MOBILE WIFI E586;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:28;1554;;0;N;O;MOBILE WIFI E586;O;N;124;O;O;17;18;5;;N;;;;;;N
5020711;PORTABLE GALAXY NOTE II;50;20;711;N;1 097;;;;1 092;19;207;1 299;N;;;O;O;R;O;PORTABLE GALAXY NOTE II;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:28;1269;;0;O;O;SAMSUNG Galaxy Note II;O;O;1 101;N;O;11;12;8;;N;;;;;;N
5020511;"PORTABLE SAMSUNG P5100 GALAXY TAB 10""";50;20;511;N;769;;;;934;7;65;999;N;;;O;O;R;O;"PORTABLE SAMSUNG P5100 GALAXY TAB 10""";0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:29;1554;;0;O;N;"SAMSUNG P5100 GALAXY TAB 10""";N;O;942;O;N;11;12;8;;N;;;;;;N
5030309;PORTABLE NOKIA 309;50;30;309;N;176;;;;192;19;37;229;N;;;O;O;R;O;PORTABLE NOKIA 309;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:29;1269;;0;N;O;NOKIA 309;O;N;194;N;O;11;12;8;;N;;;;;;N
7090083;RUBBER FOR SAMSUNG GALAXY S3 MINI WHITE;70;90;083;N;;;;;21;19;4;25;;;;O;O;R;O;RUBBER FOR SAMSUNG GALAXY S3 MINI WHITE;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:26;1554;;0;O;N;;O;O;;N;O;21;4;3;;N;;;;;;N
7090085;RUBBER FOR SAMSUNG GALAXY S3 MINI ORANGE;70;90;085;N;;;;;21;19;4;25;;;;O;O;R;O;RUBBER FOR SAMSUNG GALAXY S3 MINI ORANGE;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090086;KRUSELL ETUI SAMSUNG GALAXY NOTE II N7100 NOIR;70;90;086;N;;;;;38;19;7;45;;;;O;O;R;O;KRUSELL ETUI SAMSUNG GALAXY NOTE II N7100 NOIR;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090087;KRUSELL COLOR COVER POUR SAMSUNG GALAXY NOTE II;70;90;087;N;;;;;29;19;6;35;;;;O;O;R;O;KRUSELL COLOR COVER POUR SAMSUNG GALAXY NOTE II;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090088;KRUSELL COLOR COVER POUR HTC ONE X NOIR;70;90;088;N;;;;;24;19;5;29;;;;O;O;R;O;KRUSELL COLOR COVER POUR HTC ONE X NOIR;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;4;3;;N;;;;;;N
7090090;3 FILMS DE PROTECTION ECRAN POUR APPLE IPHONE 5;70;90;090;N;;;;;13;19;3;16;;;;O;O;R;O;3 FILMS DE PROTECTION ECRAN POUR APPLE IPHONE 5;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090091;FILM DE PROTECTION ECRAN POUR APPLE IPAD MINI;70;90;091;N;;;;;18;19;4;22;;;;O;O;R;O;FILM DE PROTECTION ECRAN POUR APPLE IPAD MINI;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;4;3;;N;;;;;;N
7090092;FILM PROTECTEUR SAMSUNG GALAXY TAB GT-P5100;70;90;092;N;;;;;21;19;4;25;;;;O;O;R;O;FILM PROTECTEUR SAMSUNG GALAXY TAB GT-P5100;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;4;3;;N;;;;;;N
7090093;FILM DE PROTECTION ECRAN POUR APPLE IPAD 2/3/4;70;90;093;N;;;;;21;19;4;25;;;;O;O;R;O;FILM DE PROTECTION ECRAN POUR APPLE IPAD 2/3/4;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;4;3;;N;;;;;;N
7090094;FILM PROTECTOR SAMSUNG GALAXY NOTE II, 2 pieces;70;90;094;N;;;;;16;19;3;19;;;;O;O;R;O;FILM PROTECTOR SAMSUNG GALAXY NOTE II, 2 pieces;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090095;PORTFOLIO LISSABON FOR APPLE IPAD MINI, blue/red;70;90;095;N;;;;;41;19;8;49;;;;O;O;R;O;PORTFOLIO LISSABON FOR APPLE IPAD MINI, blue/red;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090096;GOLLA G1380 PERILLA BEIGE FOR IPAD SLIM FLODER;70;90;096;N;;;;;41;19;8;49;;;;O;O;R;O;GOLLA G1380 PERILLA BEIGE FOR IPAD SLIM FLODER;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090097;COVER SLIM CASE FOR SAMSUNG GALAXY S4;70;90;097;N;;;;;21;19;4;25;;;;O;O;R;O;COVER SLIM CASE FOR SAMSUNG GALAXY S4;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090098;COQUE ARRIERE COVER POUR SAMSUNG GALAXY S4;70;90;098;N;;;;;21;19;4;25;;;;O;O;R;O;COQUE ARRIERE COVER POUR SAMSUNG GALAXY S4;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090099;ETUI KRUSSELL SEALABOX XL BLACK;70;90;099;N;;;;;41;19;8;49;;;;O;O;R;O;ETUI KRUSSELL SEALABOX XL BLACK;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:27;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090100;ETUI KRUSSELL SEALABOX XL WHITE;70;90;100;N;;;;;41;19;8;49;;;;O;O;R;O;ETUI KRUSSELL SEALABOX XL WHITE;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:28;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090101;ETUI KRUSSELL SEALABOX L WHITE;70;90;101;N;;;;;41;19;8;49;;;;O;O;R;O;ETUI KRUSSELL SEALABOX L WHITE;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:28;1554;;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7090082;KIT ACCESSOIRE FUJITSU ;70;90;082;N;;;;;335;19;64;399;;;;O;O;R;O;KIT ACCESSOIRE FUJITSU ;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:29;1554;;0;N;N;;O;N;;N;O;21;4;3;;N;;;;;;N
5020919;PORTABLE GALAXY S4 MINI 8GB;50;20;919;N;510;;;;545;19;104;649;N;;;O;O;R;O;PORTABLE GALAXY S4 MINI 8GB;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:29;1269;;0;O;N;GALAXY S4 MINI 8GB;O;O;550;O;O;11;12;8;;N;;;;;;N
5090004;PORTABLE SONY ERICSSON TXT;50;90;004;N;130;;;;134;19;25;159;N;;;O;O;R;O;PORTABLE SONY ERICSSON TXT;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:29;1544;;0;N;N;SONY ERICSSON TXT;O;N;135;N;O;11;12;8;;N;;;;;;N
5090009;PORTABLE SONY ERICSSON XPERIA ARC S;50;90;009;N;;;;;671;19;128;799;N;;;O;O;R;O;PORTABLE SONY ERICSSON XPERIA ARC S;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:29;1269;;0;O;N;SONY ERICSSON XPERIA ARC S;O;O;677;N;N;11;;;;N;;;;;;N
5017979;PORTABLE BB 9790 BOLD;50;17;979;N;719;;;;755;19;144;899;N;;;O;O;R;O;PORTABLE BB 9790 BOLD;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:29;3511;;0;O;O;BB 9790 BOLD;O;O;755;O;O;11;12;8;N;N;;;;;2G;O
5047280;PORTABLE HUAWEI U2800;50;47;280;N;76;;;;41;19;8;49;N;;;O;O;R;O;PORTABLE HUAWEI U2800;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:29;1269;;0;O;O;HUAWEI U2800;O;O;42;O;O;11;12;8;;N;;;;;;N
8812002;Forfait Mensuel 3G (2 Mois);88;12;002;N;;;;;34;19;6;40;;;;N;N;R;O;Forfait Mensuel 3G (2 Mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:35:29;1554;F;0;N;N;;N;N;;N;O;20;4;3;;N;;;;N;;N
8812012;Forfait Mensuel 3G (12 Mois);88;12;012;N;;;;;202;19;38;240;;;;N;N;R;O;Forfait Mensuel 3G (12 Mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:35:29;1554;F;0;N;N;;N;N;;N;O;20;4;3;;N;;;;N;;N
4020001;NANO SIM 4FF 64K;40;20;001;N;;;;;1;19;0;2;;;;O;O;R;O;NANO SIM 4FF 64K;0;0;7051000001;4719000;O;N;N;;O;02/18/2026 11:35:29;1554;;0;N;N;;N;N;;N;O;7;4;3;;N;;;;;;N
5036002;PORTABLE DECT PANASONIC KX-TG6611;50;36;002;N;65;;;;75;19;14;89;N;;;O;O;R;O;PORTABLE DECT PANASONIC KX-TG6611;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:29;1544;;0;N;N;DECT PANASONIC KX-TG6611;N;N;75;N;O;11;12;8;;N;;;;;;N
5036003;PORTABLE DECT ALCATEL VERSATIS F200;50;36;003;N;44;;;;50;19;9;59;N;;;O;O;R;O;PORTABLE DECT ALCATEL VERSATIS F200;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:29;3511;;0;N;N;DECT ALCATEL SIGMA 260;O;N;50;N;O;11;12;8;N;N;;;;;;O
5030203;PORTABLE NOKIA 203;50;30;203;N;114;;;;83;19;16;99;N;;;O;O;R;O;PORTABLE NOKIA 203;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:30;1269;;0;N;N;NOKIA 203;N;N;84;N;O;11;12;8;;N;;;;;;N
5040300;PORTABLE PORTABLE ALCATEL TRIBE 30-00;50;40;300;N;48;;;;50;19;9;59;N;;;O;O;R;O;PORTABLE PORTABLE ALCATEL TRIBE 30-00;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:30;1269;;0;O;N;ALCATEL Tribe 30-00;O;O;50;N;O;11;12;8;;N;;;;;;N
5040815;PORTABLE PORTABLE ALCATEL TRIBE 815;50;40;815;N;84;;;;83;19;16;99;N;;;O;O;R;O;PORTABLE PORTABLE ALCATEL TRIBE 815;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:30;1269;;0;O;N;PORTABLE ALCATEL TRIBE 815;O;O;84;O;O;11;12;8;;N;;;;;;N
5017010;PORTABLE BB Z10;50;17;010;N;1 100;;;;1 176;19;223;1 399;N;;;O;O;R;O;PORTABLE BB Z10;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:30;3511;;0;O;N;BB Z10;O;O;1 176;O;O;11;12;8;N;N;;;;;3G;O
5015100;PORTABLE IPAD APPLE 16GB;50;15;100;N;1 010;;;;935;7;65;1 000;N;;;O;O;R;O;PORTABLE IPAD APPLE 16GB;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:30;3435;;0;N;O;IPAD APPLE 16GB;N;N;935;N;N;11;;;N;N;;03/27/2019 00:00:00;;;;N
3200001;Carte Antivirus;32;00;001;N;;;;;10;19;2;12;;;;O;O;R;O;Carte Antivirus;0;0;4721510000;4719000;O;N;N;;;02/18/2026 11:35:30;154;;0;N;N;;N;N;;N;O;;4;3;;N;;;;;;N
8830701;ADSL Pro 2 Méga Wifi 3 mois;88;30;701;N;;;;;147;12;18;165;;;;O;N;R;O;ADSL Pro 2 Méga Wifi 3 mois;0;0;;4719000;N;N;N;;N;02/18/2026 11:35:28;0551;;0;N;N;;N;N;;N;O;1;;;;N;;;;N;;N
8830702;ADSL Pro 4 Méga Wifi 6 mois;88;30;702;N;;;;;294;12;35;329;;;;O;N;R;O;ADSL Pro 4 Méga Wifi 6 mois;0;0;;4719000;N;N;N;;N;02/18/2026 11:35:28;0551;;0;N;N;;N;N;;N;O;1;;;;N;;;;N;;N
8830707;ADSL Pro 8 Méga Wifi 3 mois;88;30;707;N;;;;;207;12;25;232;;;;O;N;R;O;ADSL Pro 8 Méga Wifi 3 mois;0;0;;4719000;N;N;N;;N;02/18/2026 11:35:26;0551;;0;N;N;;N;N;;N;O;1;;;;N;;;;N;;N
8830708;ADSL Pro 8 Méga Wifi 6 mois;88;30;708;N;;;;;414;12;50;464;;;;O;N;R;O;ADSL Pro 8 Méga Wifi 6 mois;0;0;;4719000;N;N;N;;N;02/18/2026 11:35:26;0551;;0;N;N;;N;N;;N;O;1;;;;N;;;;N;;N
8830709;ADSL Pro 8 Méga Wifi 12 mois;88;30;709;N;;;;;690;12;83;773;;;;O;N;R;O;ADSL Pro 8 Méga Wifi 12 mois;0;0;;4719000;N;N;N;;N;02/18/2026 11:35:26;0551;;0;N;N;;N;N;;N;O;1;;;;N;;;;N;;N
5017990;PORTABLE BB BBOLD 9900;50;17;990;N;974;;;;1 092;19;207;1 299;N;;;O;O;R;O;PORTABLE BB BBOLD 9900;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:30;1269;;0;O;O;BB BBOLD 9900;N;O;1 101;O;O;11;;;;N;;;;;;N
5017986;PORTABLE BB 9860 TORSH;50;17;986;N;705;;;;772;19;147;919;N;;;O;O;R;O;PORTABLE BB 9860 TORSH;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:30;1269;;0;O;O;BB 9860 TORSH;N;O;779;O;O;11;12;8;;N;;;;;;N
8812001;Forfait Routeur WI-FI (1 Mois);88;12;001;N;;;;;42;19;8;50;;;;N;N;R;O;Forfait Routeur WI-FI (1 Mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:35:30;0263;F;0;N;N;;N;N;;N;O;20;4;3;;N;;;;N;;N
5015501;PORTABLE IPHONE 5 16GO;50;15;500;N;;;;;1 680;19;319;1 999;N;;;O;O;R;O;PORTABLE IPHONE 5 16GO;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:28;1544;;0;N;N;IPHONE 5 16Go;O;N;1 694;N;O;11;12;8;;N;;;;;;N
5030521;PORTABLE NOKIA LUMIA 520;50;30;521;N;309;;;;209;19;40;249;N;;;O;O;R;O;PORTABLE NOKIA LUMIA 520;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:30;0418;;0;O;N;NOKIA LUMIA 520;O;O;211;O;O;11;12;8;;N;;;;;;N
5030620;PORTABLE NOKIA LUMIA 620;50;30;620;N;424;;;;461;19;88;549;N;;;O;O;R;O;PORTABLE NOKIA LUMIA 620;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:31;1269;;0;O;N;NOKIA LUMIA 620;N;O;465;O;O;11;12;8;;N;;;;;;N
5030920;PORTABLE NOKIA LUMIA 920;50;30;920;N;916;;;;1 008;19;191;1 199;N;;;O;O;R;O;PORTABLE NOKIA LUMIA 920;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:31;1269;;0;O;N;NOKIA LUMIA 920;O;O;1 016;O;O;11;12;8;;N;;;;;;N
5058001;PORTABLE TABLETTE FUJITSU STYLISTIC M532 ;50;58;001;N;;;;;840;7;59;899;N;;;O;O;R;O;PORTABLE TABLETTE FUJITSU STYLISTIC M532 ;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:31;1554;;0;O;N;TABLETTE FUJITSU STYLISTIC M532;O;O;803;O;O;11;12;8;;N;;;;;;N
5091004;PORTABLE XPERIA MIRO;50;91;004;N;337;;;;361;19;68;429;N;;;O;O;R;O;PORTABLE XPERIA MIRO;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:31;1269;;0;O;N;SONY Xperia Miro;O;O;364;O;O;11;12;8;;N;;;;;;N
7011001;Leather Pouch Black for Samsung Galaxy SII;70;11;001;N;;;;;46;19;9;55;;;;O;N;R;O;Leather Pouch Black for Samsung Galaxy SII;0;0;70521089900;4719000;O;N;N;;N;02/18/2026 11:35:31;1554;F;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7011002;Leather Pouch Braown for Samsung Galaxy SII;70;11;002;N;;;;;46;19;9;55;;;;O;N;R;O;Leather Pouch Braown for Samsung Galaxy SII;0;0;70521089900;4719000;O;N;N;;N;02/18/2026 11:35:31;1554;F;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7011003;Station Clavier for Samsung TAB 8.9;70;11;003;N;;;;;134;19;25;159;;;;O;N;R;O;Station Clavier for Samsung TAB 8.9;0;0;70521089900;4719000;O;N;N;;N;02/18/2026 11:35:31;1554;F;0;O;N;;O;O;;N;O;21;4;3;;N;;;;;;N
7011004;Book Cover  for Samsung TAB 8.9;70;11;004;N;;;;;100;19;19;119;;;;O;N;R;O;Book Cover  for Samsung TAB 8.9;0;0;70521089900;4719000;O;N;N;;N;02/18/2026 11:35:31;1554;F;0;N;N;;O;N;;N;O;21;;;;N;;;;;;N
7011005;Leather Pouch  for Samsung TAB 8.9;70;11;005;N;;;;;50;19;10;60;;;;O;N;R;O;Leather Pouch  for Samsung TAB 8.9;0;0;70521089900;4719000;O;N;N;;N;02/18/2026 11:35:31;1554;F;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7011006;Station Clavier for Samsung TAB 10.1;70;11;006;N;;;;;134;19;25;159;;;;O;N;R;O;Station Clavier for Samsung TAB 10.1;0;0;70521089900;4719000;O;N;N;;N;02/18/2026 11:35:31;1554;F;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
7011008;Kit Clavier Bluetooth for Samsung TAB 10.1;70;11;008;N;;;;;218;19;41;259;;;;O;N;R;O;Kit Clavier Bluetooth for Samsung TAB 10.1;0;0;70521089900;4719000;O;N;N;;N;02/18/2026 11:35:31;1554;F;0;O;N;;O;O;;N;O;21;;;;N;;;;;;N
5020111;PORTABLE SAMSUNG E1081;50;20;111;N;;;;;29;19;6;35;N;;;O;O;R;O;PORTABLE SAMSUNG E1081;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:31;1544;;0;N;N;SAMSUNG E1081;O;N;30;N;N;11;;;;N;;;;;;N
5055520;PORTABLE CLE ALCATEL X520D;50;55;520;N;74;;;;102;7;7;109;N;;;O;O;R;O;PORTABLE CLE ALCATEL X520D;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:32;1554;;0;N;O;CLE ALCATEL X520d;N;N;97;O;O;2;6;5;;N;;;;;;N
5095001;PORTABLE PASSERELLE GSM;50;95;001;N;274;;;;282;19;53;335;N;;;O;O;R;O;PORTABLE PASSERELLE GSM;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:32;3511;;0;N;N;PASSERELLE GSM ;N;N;282;O;O;11;12;8;N;N;;;;;2G;O
5091005;PORTABLE SONY XPERIA GO;50;91;005;N;431;;;;461;19;88;549;N;;;O;O;R;O;PORTABLE SONY XPERIA GO;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:32;1269;;0;O;N;SONY XPERIA GO;O;O;465;O;O;11;12;8;;N;;;;;;N
5020528;PORTABLE SAMSUNG S5263 STAR II;50;20;528;N;195;;;;159;19;30;189;N;;;O;O;R;O;PORTABLE SAMSUNG S5263 STAR II;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:32;1544;;0;N;O;SAMSUNG S5263 STAR II;O;N;160;N;O;11;;;;N;;;;;;N
5030100;PORTABLE NOKIA 100;50;30;100;N;39;;;;41;19;8;49;N;;;O;O;R;O;PORTABLE NOKIA 100;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:32;1269;;0;N;O;NOKIA 100;O;N;42;N;O;11;12;8;;N;;;;;;N
5017930;PORTABLE BB 9300 CURVE;50;17;930;N;423;;;;461;19;88;549;N;;;O;O;R;O;PORTABLE BB 9300 CURVE;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:32;1269;;0;O;O;BB 9300 CURVE;O;O;465;O;O;11;12;8;;N;;;;;;N
5080270;PORTABLE LG A270;50;80;270;N;35;;;;38;19;7;45;N;;;O;O;R;O;PORTABLE LG A270;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:32;1269;;0;N;N;LG A270;O;N;38;N;O;11;12;8;;N;;;;;;N
7090080;Flap Rouge IPHONE 5 Façonnable;70;90;080;N;;;;;58;19;11;69;;;;O;O;R;O;Flap Rouge IPHONE 5 Façonnable;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:30;0551;;0;N;N;Flap Rouge IPHONE 5 Façonnable;N;N;;N;O;21;;;;N;;;;;;N
7090081;Flap Noir IPHONE 5 Façonnable;70;90;081;N;;;;;58;19;11;69;;;;O;O;R;O;Flap Noir IPHONE 5 Façonnable;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:26;0551;;0;N;N;Flap Noir IPHONE 5 Façonnable;N;N;;N;O;21;4;3;;N;;;;;;N
5055023;PORTABLE ROUTEUR HUAWEI AF23;50;55;023;N;65;;;;74;7;5;79;N;;;O;O;R;O;PORTABLE ROUTEUR HUAWEI AF23;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:32;1554;;0;O;O;ROUTEUR HUAWEI AF23;O;O;71;O;O;17;18;5;;N;;;;;;N
9010003;ONT;90;10;003;N;;;;;0;0;0;0;;;;O;O;R;O;ONT;0;0;4722121110;4719000;O;O;O;;;02/18/2026 11:35:32;1554;;0;N;N;ONT;N;N;;N;O;;4;3;;N;;;;;;N
5017982;PORTABLE BB 9790 BOLD QWERTY;50;17;982;N;693;;;;755;19;144;899;N;;;O;O;R;O;PORTABLE BB 9790 BOLD QWERTY;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:32;1544;;0;O;O;BB 9790 BOLD QWERTY;N;O;762;N;N;11;;;;N;;;;;;N
7090108;GALAXY S4 S-VIEW COVER PURPLE;70;90;108;N;;;;;17;19;3;20;;;;O;O;R;O;GALAXY S4 S-VIEW COVER PURPLE;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:32;1554;;0;O;N;;O;O;;N;O;21;4;3;;N;;;;;;N
7090110;GALAXY S4 S-VIEW COVER ORANGE;70;90;110;N;;;;;17;19;3;20;;;;O;O;R;O;GALAXY S4 S-VIEW COVER ORANGE;0;0;70521089900;4719000;O;O;O;;N;02/18/2026 11:35:33;1554;;0;O;N;;O;O;;N;O;21;4;3;;N;;;;;;N
5020314;PORTABLE GALAXY TAB 3 -T211;50;20;314;N;445;;;;466;7;33;499;N;;;O;O;R;O;PORTABLE GALAXY TAB 3 -T211;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:33;1554;;0;O;N;GALAXY TAB 3 -T211;N;O;471;O;O;11;12;8;;N;;;;;;N
5030208;PORTABLE PORTABLE NOKIA 208;50;30;208;N;117;;;;125;19;24;149;N;;;O;O;R;O;PORTABLE PORTABLE NOKIA 208;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:33;1269;;0;O;O;NOKIA 208;O;O;126;O;O;11;12;8;;N;;;;;;N
8812022;Forfait FLEXI 2 Mois;88;12;022;N;;;;;42;19;8;50;;;;N;N;R;O;Forfait FLEXI 2 Mois;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:43:04;1554;F;0;N;N;;N;N;;N;O;20;4;3;;N;;;;N;;N
8812005;Forfait Mensuel 3G (5 Mois);88;12;005;N;;;;;84;19;16;100;;;;N;N;R;O;Forfait Mensuel 3G (5 Mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:43:04;1554;F;0;N;N;;N;N;;N;O;20;4;3;;N;;;;N;;N
8812007;Forfait Mensuel 3G (4 Mois);88;12;007;N;;;;;67;19;13;80;;;;N;N;R;O;Forfait Mensuel 3G (4 Mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:43:04;1554;F;0;N;N;;N;N;;N;O;20;4;3;;N;;;;N;;N
